name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Torreón, COAH, México",2000-04-08T01:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T02:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T03:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T04:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T05:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T06:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T07:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T08:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T09:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T10:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T11:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T12:00:00,,,,,,,,,,,23,90,1021.3,0,1.2,,,,,Clear,clear-day,76382099999
"Torreón, COAH, México",2000-04-08T13:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T14:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T15:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T16:00:00,77.1,77.1,46.5,33.9,0,0,,,,,23,90,1021.3,0,1.2,,,,,Clear,clear-day,76382099999
"Torreón, COAH, México",2000-04-08T17:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T18:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T19:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T20:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T21:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T22:00:00,,,,,,,,,,,,,,,,,,,,,,
"Torreón, COAH, México",2000-04-08T23:00:00,,,,,,,,,,,,,,,,,,,,,,
