DeviceID,Event,EventValue,Date,Date2,DeviceType,DeviceName
31,open,TRUE,6/27/2017 11:51,11.4880787,wireless_sensor,Interior Garage Door
31,open,FALSE,6/27/2017 11:51,11.48815972,wireless_sensor,Interior Garage Door
31,open,TRUE,6/27/2017 14:14,11.58719907,wireless_sensor,Interior Garage Door
31,open,FALSE,6/27/2017 14:14,11.58724537,wireless_sensor,Interior Garage Door
31,open,TRUE,6/27/2017 14:19,11.59053241,wireless_sensor,Interior Garage Door
31,open,FALSE,6/27/2017 14:19,11.5905787,wireless_sensor,Interior Garage Door
31,open,TRUE,6/27/2017 14:20,11.59150463,wireless_sensor,Interior Garage Door
31,open,FALSE,6/27/2017 14:20,11.59166667,wireless_sensor,Interior Garage Door
31,open,TRUE,6/27/2017 20:40,11.85509259,wireless_sensor,Interior Garage Door
31,open,FALSE,6/27/2017 20:43,11.8574537,wireless_sensor,Interior Garage Door
31,open,TRUE,6/27/2017 20:45,11.85920139,wireless_sensor,Interior Garage Door
31,open,FALSE,6/27/2017 20:46,11.859375,wireless_sensor,Interior Garage Door
31,open,TRUE,6/28/2017 13:16,12.54673611,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 13:16,12.54678241,wireless_sensor,Interior Garage Door
31,open,TRUE,6/28/2017 13:16,12.54686343,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 13:16,12.54690972,wireless_sensor,Interior Garage Door
31,open,TRUE,6/28/2017 13:16,12.54739583,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 13:17,12.5475,wireless_sensor,Interior Garage Door
31,open,TRUE,6/28/2017 13:17,12.54759259,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 13:17,12.54766204,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/28/2017 13:18,12.54876157,door_lock_device,Front Door
32,open,TRUE,6/28/2017 13:18,12.54877315,wireless_sensor,Front Door
32,open,FALSE,6/28/2017 13:19,12.54883102,wireless_sensor,Front Door
102,locked,TRUE,6/28/2017 13:19,12.54883102,door_lock_device,Front Door
31,open,TRUE,6/28/2017 14:17,12.58927083,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 14:17,12.58938657,wireless_sensor,Interior Garage Door
31,open,TRUE,6/28/2017 15:45,12.65033565,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 15:45,12.65040509,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 15:50,12.65398148,wireless_sensor,Interior Garage Door
31,open,TRUE,6/28/2017 15:50,12.6541088,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 15:50,12.65417824,wireless_sensor,Interior Garage Door
31,open,TRUE,6/28/2017 18:15,12.7549537,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 18:16,12.75565972,wireless_sensor,Interior Garage Door
135,locked,FALSE,6/28/2017 19:01,12.78697917,door_lock_device,Back Door
33,open,TRUE,6/28/2017 19:02,12.78699074,wireless_sensor,Kitchen Door
33,open,FALSE,6/28/2017 19:02,12.78702546,wireless_sensor,Kitchen Door
33,open,TRUE,6/28/2017 19:03,12.78796296,wireless_sensor,Kitchen Door
