time,precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),temperature_2m_mean (°F),temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),wind_speed_10m_max (mp/h),cloud_cover_mean (%),dew_point_2m_mean (°F),snowfall_water_equivalent_sum (inch),pressure_msl_mean (hPa),relative_humidity_2m_mean (%),wind_direction_10m_dominant (°),wind_speed_10m_mean (mp/h),visibility_mean (undefined),soil_temperature_0_to_7cm_mean (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),weather_code (wmo code)
2015-04-25,0.386,0.386,0.000,10.0,51.3,58.4,44.5,54.3,41.8,8.4,86,38.8,0.000,1006.1,65,260,4.1,NaN,58.7,47.3,2015-04-25T06:34,2015-04-25T20:17,61
2015-04-26,0.598,0.575,0.165,12.0,45.9,51.3,39.5,44.6,32.0,12.3,73,34.6,0.024,1013.8,67,333,8.8,NaN,53.8,39.0,2015-04-26T06:32,2015-04-26T20:18,73
2015-04-27,0.000,0.000,0.000,0.0,51.0,57.5,42.5,53.2,36.7,9.8,8,37.9,0.000,1020.5,62,342,6.8,NaN,54.0,45.8,2015-04-27T06:31,2015-04-27T20:19,1
2015-04-28,0.000,0.000,0.000,0.0,55.0,66.6,40.3,66.9,35.5,5.4,5,40.9,0.000,1018.8,64,111,3.7,NaN,58.5,52.3,2015-04-28T06:30,2015-04-28T20:20,1
2015-04-29,0.000,0.000,0.000,0.0,60.8,73.5,45.5,74.2,40.8,6.9,17,43.1,0.000,1011.5,59,140,4.9,NaN,62.1,57.9,2015-04-29T06:28,2015-04-29T20:21,1
2015-04-30,0.000,0.000,0.000,0.0,60.2,66.3,51.4,62.4,48.8,9.9,22,42.1,0.000,1013.5,55,333,7.3,NaN,62.7,56.2,2015-04-30T06:27,2015-04-30T20:22,2
2015-05-01,0.000,0.000,0.000,0.0,62.1,72.0,46.9,70.1,44.9,7.5,78,41.3,0.000,1013.6,52,351,3.1,NaN,63.6,59.7,2015-05-01T06:26,2015-05-01T20:23,3
2015-05-02,0.000,0.000,0.000,0.0,66.1,76.5,54.5,75.2,50.7,8.5,88,40.6,0.000,1007.7,45,178,5.7,NaN,66.4,62.3,2015-05-02T06:25,2015-05-02T20:24,3
2015-05-03,0.028,0.028,0.000,3.0,64.9,75.2,53.2,74.9,49.9,9.0,67,43.6,0.000,1007.1,52,135,5.4,NaN,66.2,61.9,2015-05-03T06:23,2015-05-03T20:25,51
2015-05-04,0.000,0.000,0.000,0.0,63.2,71.9,53.8,71.0,50.5,7.9,85,44.5,0.000,1008.5,55,128,3.7,NaN,66.5,60.9,2015-05-04T06:22,2015-05-04T20:26,3
2015-05-05,0.106,0.106,0.000,4.0,60.1,66.2,51.7,65.5,49.8,7.3,79,47.9,0.000,1006.4,66,223,4.1,NaN,64.6,58.1,2015-05-05T06:21,2015-05-05T20:27,55
2015-05-06,0.299,0.299,0.000,10.0,56.3,61.5,51.9,59.3,50.5,6.7,99,48.0,0.000,1005.6,74,154,3.5,NaN,62.1,54.3,2015-05-06T06:20,2015-05-06T20:28,61
2015-05-07,0.220,0.220,0.000,11.0,56.0,65.2,48.4,65.8,45.9,7.1,69,45.1,0.000,1005.5,69,102,3.7,NaN,63.6,54.0,2015-05-07T06:19,2015-05-07T20:29,55
2015-05-08,0.130,0.130,0.000,6.0,54.3,63.6,46.6,63.0,43.9,7.5,81,45.1,0.000,1006.6,73,41,4.1,NaN,62.4,51.9,2015-05-08T06:17,2015-05-08T20:30,53
2015-05-09,0.961,0.961,0.000,23.0,48.5,51.9,46.6,49.8,43.9,4.0,100,44.9,0.000,1012.4,88,66,2.4,NaN,56.3,46.2,2015-05-09T06:16,2015-05-09T20:31,63
2015-05-10,0.031,0.031,0.000,4.0,50.3,56.4,45.3,52.6,41.6,8.7,34,36.9,0.000,1016.0,62,330,4.1,NaN,57.7,46.3,2015-05-10T06:15,2015-05-10T20:32,51
2015-05-11,0.000,0.000,0.000,0.0,56.3,68.4,40.7,63.3,34.4,10.7,64,37.0,0.000,1011.7,54,149,8.4,NaN,58.2,50.6,2015-05-11T06:14,2015-05-11T20:33,3
2015-05-12,0.000,0.000,0.000,0.0,62.2,72.4,49.8,66.0,42.7,14.6,78,36.7,0.000,1003.7,41,162,10.6,NaN,61.2,55.3,2015-05-12T06:13,2015-05-12T20:34,3
2015-05-13,0.000,0.000,0.000,0.0,63.2,70.1,55.9,66.2,49.5,10.0,80,36.5,0.000,1005.7,38,180,6.7,NaN,63.5,58.1,2015-05-13T06:12,2015-05-13T20:35,3
2015-05-14,0.039,0.039,0.000,3.0,61.0,69.2,53.8,63.9,48.5,12.1,97,39.9,0.000,1004.1,49,153,8.8,NaN,62.9,55.3,2015-05-14T06:11,2015-05-14T20:36,53
2015-05-15,0.118,0.118,0.000,12.0,50.7,55.7,46.2,52.4,39.0,11.3,87,41.2,0.000,1004.9,71,158,8.3,NaN,57.9,45.2,2015-05-15T06:10,2015-05-15T20:37,53
2015-05-16,0.685,0.685,0.000,14.0,47.1,50.8,42.1,44.0,36.1,10.9,90,39.4,0.000,1007.0,75,202,7.8,NaN,51.8,41.3,2015-05-16T06:09,2015-05-16T20:38,63
2015-05-17,0.122,0.122,0.000,12.0,53.7,60.2,47.5,62.6,43.1,6.6,83,46.0,0.000,1013.9,76,164,3.7,NaN,58.2,51.8,2015-05-17T06:08,2015-05-17T20:39,51
2015-05-18,0.201,0.201,0.000,8.0,54.8,64.9,46.7,63.3,44.2,8.9,94,47.1,0.000,1014.1,77,65,4.4,NaN,59.7,52.3,2015-05-18T06:07,2015-05-18T20:40,61
2015-05-19,0.303,0.303,0.000,12.0,52.2,57.4,47.6,57.4,44.9,5.8,92,45.8,0.000,1012.5,80,155,3.6,NaN,58.7,49.8,2015-05-19T06:07,2015-05-19T20:41,63
2015-05-20,0.008,0.008,0.000,2.0,56.4,65.2,45.6,67.3,41.2,7.7,65,44.1,0.000,1013.1,67,135,4.7,NaN,61.2,53.8,2015-05-20T06:06,2015-05-20T20:42,51
2015-05-21,0.024,0.024,0.000,2.0,56.9,65.7,46.6,65.6,43.1,6.3,77,46.9,0.000,1010.9,71,99,3.8,NaN,63.2,55.1,2015-05-21T06:05,2015-05-21T20:43,51
2015-05-22,0.079,0.079,0.000,4.0,55.7,61.1,48.0,60.6,45.6,4.9,93,46.0,0.000,1009.2,72,131,3.3,NaN,61.6,53.5,2015-05-22T06:04,2015-05-22T20:44,55
2015-05-23,0.091,0.091,0.000,6.0,54.1,57.5,48.3,55.3,46.0,5.0,93,46.3,0.000,1010.9,75,222,3.7,NaN,60.4,51.7,2015-05-23T06:03,2015-05-23T20:45,55
2015-05-24,0.000,0.000,0.000,0.0,55.7,60.7,47.9,61.2,46.6,6.3,52,46.4,0.000,1010.9,72,307,3.1,NaN,61.3,54.0,2015-05-24T06:03,2015-05-24T20:46,3
2015-05-25,0.118,0.118,0.000,9.0,58.7,64.8,51.6,65.8,50.0,3.8,72,46.3,0.000,1010.8,65,189,2.0,NaN,62.8,57.4,2015-05-25T06:02,2015-05-25T20:46,53
2015-05-26,0.173,0.173,0.000,10.0,57.6,63.0,49.2,62.0,45.6,7.5,71,48.3,0.000,1013.2,72,163,4.9,NaN,62.6,55.3,2015-05-26T06:01,2015-05-26T20:47,61
2015-05-27,0.457,0.457,0.000,13.0,58.0,65.6,48.5,68.3,45.5,6.9,69,50.1,0.000,1014.7,76,174,4.2,NaN,63.8,57.0,2015-05-27T06:01,2015-05-27T20:48,63
2015-05-28,0.122,0.122,0.000,5.0,59.4,65.7,51.3,67.2,48.8,6.7,41,47.9,0.000,1016.2,68,108,3.4,NaN,64.5,58.2,2015-05-28T06:00,2015-05-28T20:49,61
2015-05-29,0.000,0.000,0.000,0.0,62.2,70.1,49.3,71.2,47.1,5.0,20,46.8,0.000,1017.3,61,84,3.1,NaN,65.4,61.3,2015-05-29T06:00,2015-05-29T20:50,2
2015-05-30,0.000,0.000,0.000,0.0,67.1,80.3,50.7,81.1,47.3,8.4,53,48.6,0.000,1013.1,58,138,6.0,NaN,67.3,65.3,2015-05-30T05:59,2015-05-30T20:51,3
2015-05-31,0.000,0.000,0.000,0.0,71.5,83.8,56.1,86.2,53.7,7.0,48,50.9,0.000,1009.4,54,130,5.0,NaN,71.1,70.9,2015-05-31T05:59,2015-05-31T20:51,3
2015-06-01,0.008,0.008,0.000,1.0,72.1,84.6,60.5,81.3,55.7,13.4,43,49.0,0.000,1005.5,49,163,9.0,NaN,70.4,69.0,2015-06-01T05:58,2015-06-01T20:52,51
2015-06-02,0.102,0.102,0.000,4.0,67.3,73.1,59.1,72.9,60.1,8.1,29,53.8,0.000,1008.6,64,348,3.5,NaN,69.7,67.7,2015-06-02T05:58,2015-06-02T20:53,55
2015-06-03,0.031,0.031,0.000,2.0,66.9,76.1,53.9,76.5,53.4,7.4,67,50.0,0.000,1006.9,59,8,3.4,NaN,69.8,66.6,2015-06-03T05:57,2015-06-03T20:54,53
2015-06-04,0.000,0.000,0.000,0.0,67.2,76.6,53.9,77.1,53.2,7.9,72,49.7,0.000,1006.5,59,40,4.6,NaN,69.5,66.0,2015-06-04T05:57,2015-06-04T20:54,3
2015-06-05,0.020,0.020,0.000,1.0,66.3,72.8,57.9,73.9,56.9,7.5,63,49.6,0.000,1008.8,58,16,3.8,NaN,67.7,65.5,2015-06-05T05:57,2015-06-05T20:55,53
2015-06-06,0.071,0.071,0.000,7.0,63.2,70.2,55.1,69.0,52.7,8.1,60,51.8,0.000,1010.6,68,123,5.0,NaN,67.2,62.0,2015-06-06T05:57,2015-06-06T20:56,53
2015-06-07,0.000,0.000,0.000,0.0,64.7,72.3,53.9,73.1,52.7,5.8,32,50.6,0.000,1015.2,64,99,3.4,NaN,69.1,64.5,2015-06-07T05:56,2015-06-07T20:56,3
2015-06-08,0.000,0.000,0.000,0.0,69.3,79.4,54.4,80.7,53.3,6.1,16,50.6,0.000,1015.5,58,82,3.9,NaN,71.4,69.1,2015-06-08T05:56,2015-06-08T20:57,1
2015-06-09,0.000,0.000,0.000,0.0,72.1,83.5,56.2,83.4,55.7,7.1,10,49.7,0.000,1010.3,54,95,4.0,NaN,73.3,71.7,2015-06-09T05:56,2015-06-09T20:57,2
2015-06-10,0.047,0.047,0.000,3.0,72.2,80.9,62.0,80.7,59.1,8.5,61,50.5,0.000,1004.7,51,159,5.4,NaN,73.9,70.8,2015-06-10T05:56,2015-06-10T20:58,53
2015-06-11,0.051,0.051,0.000,6.0,68.1,73.8,62.3,75.3,62.5,8.6,48,57.1,0.000,1008.4,69,266,4.2,NaN,71.6,69.1,2015-06-11T05:56,2015-06-11T20:58,51
2015-06-12,0.000,0.000,0.000,0.0,70.2,80.5,57.7,81.4,57.8,7.8,17,52.8,0.000,1009.0,61,101,5.0,NaN,73.6,70.1,2015-06-12T05:55,2015-06-12T20:59,3
2015-06-13,0.000,0.000,0.000,0.0,73.2,82.7,59.1,80.6,60.9,7.8,6,47.9,0.000,1006.8,49,52,4.1,NaN,75.0,72.3,2015-06-13T05:55,2015-06-13T20:59,1
2015-06-14,0.000,0.000,0.000,0.0,73.3,83.6,59.2,83.1,58.7,9.3,14,50.9,0.000,1006.8,51,17,4.7,NaN,76.2,72.8,2015-06-14T05:55,2015-06-14T21:00,1
2015-06-15,0.020,0.020,0.000,2.0,76.9,90.4,61.1,89.8,60.0,10.7,35,49.4,0.000,1006.7,47,122,6.2,NaN,77.4,75.4,2015-06-15T05:55,2015-06-15T21:00,51
2015-06-16,0.035,0.035,0.000,2.0,75.8,85.4,63.2,86.1,65.3,8.8,16,53.0,0.000,1008.3,50,50,4.6,NaN,79.3,76.0,2015-06-16T05:56,2015-06-16T21:00,53
2015-06-17,0.000,0.000,0.000,0.0,75.9,87.1,59.2,87.0,59.8,7.8,8,50.4,0.000,1009.2,50,69,4.5,NaN,78.7,75.7,2015-06-17T05:56,2015-06-17T21:01,2
2015-06-18,0.000,0.000,0.000,0.0,78.0,90.8,61.3,90.0,61.6,6.9,3,49.4,0.000,1007.8,48,117,5.5,NaN,80.1,77.2,2015-06-18T05:56,2015-06-18T21:01,1
2015-06-19,0.000,0.000,0.000,0.0,79.0,88.7,66.2,87.0,62.1,10.8,0,43.4,0.000,1006.4,35,112,6.7,NaN,80.4,76.0,2015-06-19T05:56,2015-06-19T21:01,0
2015-06-20,0.000,0.000,0.000,0.0,78.8,87.1,66.4,86.2,69.3,9.3,38,47.7,0.000,1009.3,38,0,4.8,NaN,80.9,77.6,2015-06-20T05:56,2015-06-20T21:02,3
2015-06-21,0.000,0.000,0.000,0.0,77.8,88.8,62.0,88.7,62.7,13.6,26,51.2,0.000,1005.4,49,16,6.4,NaN,81.6,77.0,2015-06-21T05:56,2015-06-21T21:02,3
2015-06-22,0.000,0.000,0.000,0.0,79.5,86.0,71.1,84.1,73.0,8.5,0,46.9,0.000,1010.3,36,342,5.6,NaN,82.0,77.9,2015-06-22T05:57,2015-06-22T21:02,0
2015-06-23,0.000,0.000,0.000,0.0,77.8,89.0,62.2,88.0,64.1,10.2,25,50.5,0.000,1010.3,47,16,4.4,NaN,83.1,77.7,2015-06-23T05:57,2015-06-23T21:02,3
2015-06-24,0.012,0.012,0.000,1.0,79.2,89.6,63.4,89.4,66.0,9.9,19,51.9,0.000,1009.2,47,66,5.3,NaN,84.4,79.0,2015-06-24T05:57,2015-06-24T21:03,51
2015-06-25,0.000,0.000,0.000,0.0,79.8,90.2,63.1,90.5,64.9,8.5,1,50.5,0.000,1011.7,46,15,4.2,NaN,85.5,79.8,2015-06-25T05:57,2015-06-25T21:03,0
2015-06-26,0.000,0.000,0.000,0.0,81.5,92.9,64.5,91.7,67.5,7.2,0,51.7,0.000,1013.5,44,35,3.5,NaN,86.9,82.1,2015-06-26T05:58,2015-06-26T21:03,0
2015-06-27,0.000,0.000,0.000,0.0,83.1,95.3,66.1,96.2,69.2,8.5,36,53.9,0.000,1011.8,45,40,3.9,NaN,88.4,84.2,2015-06-27T05:58,2015-06-27T21:03,3
2015-06-28,0.000,0.000,0.000,0.0,84.6,97.2,67.2,97.5,70.5,7.1,6,54.3,0.000,1009.6,45,74,4.5,NaN,89.6,85.5,2015-06-28T05:59,2015-06-28T21:03,1
2015-06-29,0.000,0.000,0.000,0.0,85.8,98.6,69.6,99.3,71.6,6.9,16,54.3,0.000,1008.8,43,90,4.8,NaN,91.0,86.7,2015-06-29T05:59,2015-06-29T21:03,2
2015-06-30,0.031,0.031,0.000,1.0,85.8,95.2,70.2,97.6,74.9,13.8,48,56.8,0.000,1009.8,44,340,4.3,NaN,91.5,87.5,2015-06-30T05:59,2015-06-30T21:03,53
2015-07-01,0.000,0.000,0.000,0.0,84.7,92.8,71.0,93.7,75.8,8.5,31,58.3,0.000,1010.3,46,9,4.1,NaN,91.5,87.0,2015-07-01T06:00,2015-07-01T21:02,3
2015-07-02,0.000,0.000,0.000,0.0,83.8,92.3,69.7,92.9,75.4,7.2,41,55.0,0.000,1009.8,45,333,3.5,NaN,91.1,85.5,2015-07-02T06:00,2015-07-02T21:02,2
2015-07-03,0.000,0.000,0.000,0.0,83.4,93.5,67.6,93.5,70.9,6.4,63,52.8,0.000,1007.7,44,126,4.0,NaN,90.3,84.1,2015-07-03T06:01,2015-07-03T21:02,3
2015-07-04,0.012,0.012,0.000,2.0,84.8,94.4,70.8,95.6,74.3,8.1,79,55.0,0.000,1005.6,43,278,4.0,NaN,90.9,86.0,2015-07-04T06:01,2015-07-04T21:02,51
2015-07-05,0.358,0.358,0.000,10.0,77.5,82.2,71.9,84.9,75.0,7.0,60,59.6,0.000,1009.9,55,346,3.8,NaN,86.0,79.8,2015-07-05T06:02,2015-07-05T21:02,63
2015-07-06,0.079,0.079,0.000,5.0,76.6,82.3,71.0,84.5,74.6,7.7,36,58.2,0.000,1013.0,55,319,4.0,NaN,84.5,78.6,2015-07-06T06:03,2015-07-06T21:01,55
2015-07-07,0.047,0.047,0.000,2.0,76.4,82.4,67.5,83.1,70.3,6.1,82,55.1,0.000,1011.3,51,183,3.2,NaN,83.7,77.4,2015-07-07T06:03,2015-07-07T21:01,53
2015-07-08,0.189,0.189,0.000,7.0,72.6,79.4,66.6,80.8,69.0,7.5,83,55.6,0.000,1009.5,57,152,3.5,NaN,82.0,73.5,2015-07-08T06:04,2015-07-08T21:01,63
2015-07-09,0.059,0.059,0.000,5.0,72.5,81.3,62.4,84.7,64.2,10.1,57,53.7,0.000,1008.1,56,115,4.8,NaN,81.9,72.6,2015-07-09T06:05,2015-07-09T21:00,53
2015-07-10,0.008,0.008,0.000,1.0,72.4,78.7,63.1,79.5,62.1,9.2,35,48.6,0.000,1009.2,46,146,7.3,NaN,80.3,70.0,2015-07-10T06:05,2015-07-10T21:00,51
2015-07-11,0.000,0.000,0.000,0.0,74.5,84.5,61.5,81.1,59.5,10.1,31,45.6,0.000,1009.8,43,161,7.2,NaN,80.3,71.5,2015-07-11T06:06,2015-07-11T21:00,2
2015-07-12,0.000,0.000,0.000,0.0,77.8,85.9,64.7,87.0,63.0,8.5,7,45.4,0.000,1011.6,35,159,4.2,NaN,82.3,76.2,2015-07-12T06:07,2015-07-12T20:59,1
2015-07-13,0.000,0.000,0.000,0.0,76.7,85.8,63.8,84.3,61.8,11.0,31,44.8,0.000,1010.7,36,6,5.7,NaN,82.4,73.9,2015-07-13T06:08,2015-07-13T20:59,3
2015-07-14,0.008,0.008,0.000,1.0,76.6,86.0,63.1,85.7,65.2,8.6,44,51.2,0.000,1008.7,48,31,3.5,NaN,83.8,76.7,2015-07-14T06:08,2015-07-14T20:58,51
2015-07-15,0.016,0.016,0.000,2.0,76.2,82.9,66.1,84.0,66.3,9.2,29,52.0,0.000,1008.8,46,65,5.6,NaN,84.4,75.6,2015-07-15T06:09,2015-07-15T20:58,51
2015-07-16,0.000,0.000,0.000,0.0,77.2,87.0,63.2,86.2,64.2,6.5,22,48.8,0.000,1009.1,45,105,4.6,NaN,84.4,76.5,2015-07-16T06:10,2015-07-16T20:57,3
2015-07-17,0.024,0.024,0.000,1.0,76.3,83.3,65.8,81.9,68.4,14.4,30,51.1,0.000,1007.2,47,359,6.0,NaN,84.5,75.3,2015-07-17T06:11,2015-07-17T20:56,53
2015-07-18,0.000,0.000,0.000,0.0,71.9,77.4,64.9,77.4,62.6,15.5,45,51.1,0.000,1013.2,51,346,7.1,NaN,83.0,70.2,2015-07-18T06:11,2015-07-18T20:56,3
2015-07-19,0.000,0.000,0.000,0.0,73.8,80.5,64.6,78.8,65.5,8.1,18,44.7,0.000,1017.3,39,18,3.5,NaN,83.3,72.1,2015-07-19T06:12,2015-07-19T20:55,1
2015-07-20,0.000,0.000,0.000,0.0,72.0,79.6,62.3,80.7,64.3,7.3,69,48.9,0.000,1016.4,49,114,3.7,NaN,82.3,71.3,2015-07-20T06:13,2015-07-20T20:54,3
2015-07-21,0.000,0.000,0.000,0.0,74.2,83.3,62.1,82.9,62.1,7.4,67,49.0,0.000,1010.8,46,141,4.9,NaN,83.5,72.8,2015-07-21T06:14,2015-07-21T20:53,3
2015-07-22,0.000,0.000,0.000,0.0,76.5,85.2,64.7,87.3,63.0,8.8,36,50.6,0.000,1007.7,44,157,6.2,NaN,84.9,75.0,2015-07-22T06:15,2015-07-22T20:53,3
2015-07-23,0.024,0.024,0.000,3.0,76.8,84.4,66.3,85.0,68.6,10.1,28,52.3,0.000,1010.8,46,4,5.1,NaN,85.9,76.4,2015-07-23T06:16,2015-07-23T20:52,51
2015-07-24,0.000,0.000,0.000,0.0,77.1,85.5,66.0,85.3,64.7,10.2,16,48.8,0.000,1012.9,40,346,4.6,NaN,85.4,76.0,2015-07-24T06:17,2015-07-24T20:51,2
2015-07-25,0.000,0.000,0.000,0.0,78.1,85.3,67.6,84.9,69.5,9.2,14,50.9,0.000,1012.6,42,23,5.5,NaN,86.2,77.2,2015-07-25T06:17,2015-07-25T20:50,1
2015-07-26,0.000,0.000,0.000,0.0,80.0,91.7,64.7,91.6,63.6,8.6,1,45.6,0.000,1005.5,39,146,5.3,NaN,87.6,78.3,2015-07-26T06:18,2015-07-26T20:49,0
2015-07-27,0.000,0.000,0.000,0.0,71.6,77.8,68.8,72.5,63.6,18.6,14,43.7,0.000,1008.6,38,316,9.2,NaN,82.1,66.8,2015-07-27T06:19,2015-07-27T20:48,3
2015-07-28,0.000,0.000,0.000,0.0,66.7,72.5,60.2,68.5,54.0,9.3,0,33.0,0.000,1019.8,30,348,6.9,NaN,79.2,61.2,2015-07-28T06:20,2015-07-28T20:47,0
2015-07-29,0.000,0.000,0.000,0.0,70.2,80.0,55.3,76.9,55.4,7.3,0,40.7,0.000,1020.0,42,355,3.8,NaN,80.3,67.8,2015-07-29T06:21,2015-07-29T20:46,0
2015-07-30,0.000,0.000,0.000,0.0,74.9,87.2,57.6,83.8,57.6,8.0,35,41.8,0.000,1018.9,42,14,3.7,NaN,82.8,72.9,2015-07-30T06:22,2015-07-30T20:45,3
2015-07-31,0.000,0.000,0.000,0.0,77.0,88.1,60.1,85.4,60.6,8.7,41,44.8,0.000,1016.3,40,351,4.1,NaN,84.8,75.3,2015-07-31T06:23,2015-07-31T20:44,3
2015-08-01,0.000,0.000,0.000,0.0,78.7,90.2,62.5,87.9,64.1,8.3,89,46.1,0.000,1012.1,40,328,3.4,NaN,85.8,77.4,2015-08-01T06:24,2015-08-01T20:43,3
2015-08-02,0.000,0.000,0.000,0.0,79.9,90.3,65.9,90.0,68.3,13.6,91,48.5,0.000,1008.6,40,159,4.8,NaN,86.7,78.6,2015-08-02T06:25,2015-08-02T20:42,3
2015-08-03,0.028,0.028,0.000,3.0,69.9,78.3,65.2,72.4,64.7,12.8,90,55.1,0.000,1014.2,61,171,5.5,NaN,77.7,69.2,2015-08-03T06:26,2015-08-03T20:41,51
2015-08-04,0.000,0.000,0.000,0.0,73.6,86.0,58.7,85.5,59.2,6.7,17,51.5,0.000,1012.0,53,114,4.2,NaN,80.7,73.4,2015-08-04T06:27,2015-08-04T20:40,3
2015-08-05,0.012,0.012,0.000,1.0,76.9,89.1,67.4,85.7,64.1,15.4,61,49.7,0.000,1008.5,42,197,8.8,NaN,80.9,73.5,2015-08-05T06:28,2015-08-05T20:39,51
2015-08-06,0.000,0.000,0.000,0.0,75.8,85.4,62.4,83.5,63.4,6.3,39,49.1,0.000,1012.3,45,40,3.7,NaN,82.5,75.1,2015-08-06T06:29,2015-08-06T20:38,3
2015-08-07,0.087,0.087,0.000,7.0,72.6,79.3,68.2,78.0,63.7,13.9,89,53.5,0.000,1009.0,53,153,7.9,NaN,80.0,70.7,2015-08-07T06:30,2015-08-07T20:36,55
2015-08-08,0.091,0.091,0.000,10.0,67.6,72.6,60.5,73.7,62.4,7.3,29,55.3,0.000,1012.5,67,291,4.0,NaN,78.3,68.1,2015-08-08T06:31,2015-08-08T20:35,53
2015-08-09,0.000,0.000,0.000,0.0,72.4,82.5,60.2,81.2,61.8,5.8,9,48.1,0.000,1015.1,50,85,3.9,NaN,80.3,71.5,2015-08-09T06:32,2015-08-09T20:34,2
2015-08-10,0.000,0.000,0.000,0.0,76.7,89.9,60.2,90.3,59.5,6.6,24,47.8,0.000,1011.4,46,123,4.4,NaN,83.1,75.6,2015-08-10T06:33,2015-08-10T20:33,2
2015-08-11,0.000,0.000,0.000,0.0,79.2,91.0,65.1,92.2,64.9,10.1,51,52.2,0.000,1012.7,44,149,5.9,NaN,85.6,78.2,2015-08-11T06:34,2015-08-11T20:31,3
2015-08-12,0.039,0.039,0.000,3.0,79.2,88.4,69.5,91.8,71.0,8.6,74,56.4,0.000,1016.3,50,142,5.7,NaN,87.5,79.8,2015-08-12T06:35,2015-08-12T20:30,53
2015-08-13,0.000,0.000,0.000,0.0,80.8,91.2,67.3,92.6,69.5,7.6,26,56.4,0.000,1015.8,48,118,5.2,NaN,88.9,81.6,2015-08-13T06:36,2015-08-13T20:29,3
2015-08-14,0.000,0.000,0.000,0.0,84.6,94.8,71.5,95.1,71.8,8.6,41,52.2,0.000,1011.9,38,147,5.1,NaN,90.9,84.2,2015-08-14T06:37,2015-08-14T20:27,3
2015-08-15,0.020,0.020,0.000,1.0,82.6,87.9,74.0,89.2,74.8,9.6,22,53.3,0.000,1012.7,37,355,4.5,NaN,90.4,82.5,2015-08-15T06:38,2015-08-15T20:26,53
2015-08-16,0.000,0.000,0.000,0.0,79.0,85.7,72.8,82.5,73.2,8.4,85,51.0,0.000,1012.9,45,335,5.1,NaN,87.5,78.6,2015-08-16T06:39,2015-08-16T20:24,3
2015-08-17,0.000,0.000,0.000,0.0,77.0,84.8,65.5,82.6,69.0,7.8,25,46.7,0.000,1010.0,43,357,3.9,NaN,85.5,76.0,2015-08-17T06:40,2015-08-17T20:23,3
2015-08-18,0.000,0.000,0.000,0.0,74.8,78.3,69.2,74.9,67.3,9.2,7,41.4,0.000,1011.3,31,330,6.1,NaN,82.7,71.1,2015-08-18T06:41,2015-08-18T20:22,1
2015-08-19,0.000,0.000,0.000,0.0,73.1,81.7,59.2,79.8,59.5,8.1,0,46.2,0.000,1010.4,45,100,4.2,NaN,82.8,71.5,2015-08-19T06:42,2015-08-19T20:20,0
2015-08-20,0.000,0.000,0.000,0.0,75.5,85.1,61.7,82.7,61.6,7.5,0,44.3,0.000,1007.7,41,113,5.4,NaN,84.2,73.0,2015-08-20T06:43,2015-08-20T20:19,0
2015-08-21,0.000,0.000,0.000,0.0,78.1,89.4,63.2,87.4,60.0,7.9,2,42.7,0.000,1004.0,35,142,6.2,NaN,85.4,74.8,2015-08-21T06:44,2015-08-21T20:17,1
2015-08-22,0.000,0.000,0.000,0.0,76.1,81.5,71.4,78.2,68.0,10.7,0,40.2,0.000,1011.4,29,337,6.3,NaN,83.9,72.0,2015-08-22T06:45,2015-08-22T20:16,0
2015-08-23,0.000,0.000,0.000,0.0,74.9,86.8,58.8,84.6,60.0,9.0,15,47.5,0.000,1013.8,46,34,4.0,NaN,83.6,73.6,2015-08-23T06:46,2015-08-23T20:14,1
2015-08-24,0.000,0.000,0.000,0.0,80.0,92.5,65.5,91.7,64.6,7.5,19,47.7,0.000,1012.1,40,112,5.9,NaN,86.7,78.1,2015-08-24T06:47,2015-08-24T20:13,2
2015-08-25,0.000,0.000,0.000,0.0,81.4,93.5,66.3,92.8,64.8,7.2,58,47.5,0.000,1011.1,37,137,5.1,NaN,86.9,79.4,2015-08-25T06:48,2015-08-25T20:11,3
2015-08-26,0.039,0.039,0.000,5.0,74.4,80.2,68.3,77.9,69.3,8.3,95,56.5,0.000,1015.8,54,125,5.4,NaN,80.5,74.3,2015-08-26T06:49,2015-08-26T20:10,51
2015-08-27,0.000,0.000,0.000,0.0,73.4,81.8,63.0,83.5,64.2,6.0,8,56.1,0.000,1017.0,59,109,4.4,NaN,81.2,74.2,2015-08-27T06:50,2015-08-27T20:08,1
2015-08-28,0.000,0.000,0.000,0.0,77.1,90.0,61.1,89.3,61.7,7.4,8,46.6,0.000,1013.9,45,119,5.1,NaN,83.0,75.4,2015-08-28T06:50,2015-08-28T20:07,3
2015-08-29,0.000,0.000,0.000,0.0,80.7,93.7,64.9,90.6,62.7,11.1,80,47.4,0.000,1008.3,39,152,8.2,NaN,84.0,77.4,2015-08-29T06:51,2015-08-29T20:05,3
2015-08-30,0.012,0.012,0.000,1.0,78.3,84.5,71.4,82.7,70.6,12.2,85,47.9,0.000,1007.5,35,327,6.6,NaN,84.0,75.4,2015-08-30T06:52,2015-08-30T20:04,51
2015-08-31,0.000,0.000,0.000,0.0,74.4,81.7,67.1,80.0,66.7,9.1,14,51.5,0.000,1011.2,48,345,4.7,NaN,82.5,73.7,2015-08-31T06:53,2015-08-31T20:02,2
