Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/11/2000,37.1,56.0,45.7,24.7,46.17,,30.0,,185.0,29.3,0.06,8.33,1.07,9.6,93.8,1008.4,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-11T07:51:12-07:00,2000-01-11T17:19:48-07:00,0.17,"Rain, Overcast"
"Salt Lake City, UT, US",01/12/2000,29.9,43.1,36.6,26.9,68.46,,15.0,,232.11,26.5,0.0,0.0,0.2,9.9,74.6,1018.4,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-12T07:50:56-07:00,2000-01-12T17:20:51-07:00,0.21,Partially cloudy
"Salt Lake City, UT, US",01/13/2000,28.1,50.1,37.9,26.9,67.26,,9.2,,207.33,22.8,0.0,0.0,0.17,9.9,90.4,1024.8,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-13T07:50:37-07:00,2000-01-13T17:21:56-07:00,0.24,Overcast
"Salt Lake City, UT, US",01/14/2000,35.0,51.2,43.9,26.6,52.54,,13.9,,182.78,30.5,0.0,0.0,0.15,9.9,98.3,1022.7,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-14T07:50:17-07:00,2000-01-14T17:23:02-07:00,0.25,Overcast
"Salt Lake City, UT, US",01/15/2000,28.1,53.0,39.6,29.7,70.23,,10.3,,227.78,22.8,0.0,0.0,0.11,9.6,88.7,1020.0,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-15T07:49:54-07:00,2000-01-15T17:24:09-07:00,0.31,Overcast
"Salt Lake City, UT, US",01/16/2000,35.0,59.1,50.1,29.7,50.64,,30.0,,191.43,31.9,0.0,0.0,0.09,9.9,92.6,1017.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-16T07:49:29-07:00,2000-01-16T17:25:16-07:00,0.35,Overcast
"Salt Lake City, UT, US",01/17/2000,38.9,53.0,45.0,34.5,67.58,,19.7,,265.5,34.4,0.0,0.0,0.07,9.9,95.0,1022.2,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-17T07:49:02-07:00,2000-01-17T17:26:25-07:00,0.38,Overcast
"Salt Lake City, UT, US",01/18/2000,38.0,56.0,44.7,30.7,59.85,,15.0,,209.0,33.5,0.21,33.33,0.0,8.6,96.1,1019.8,"Mist, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-18T07:48:33-07:00,2000-01-18T17:27:34-07:00,0.42,"Rain, Overcast"
"Salt Lake City, UT, US",01/19/2000,39.8,53.0,45.2,29.5,54.9,,9.2,,210.0,33.8,0.0,0.0,0.0,8.4,96.5,1023.2,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-19T07:48:01-07:00,2000-01-19T17:28:44-07:00,0.45,Overcast
"Salt Lake City, UT, US",01/20/2000,35.9,52.1,42.8,30.8,63.4,,11.6,,205.56,33.3,0.0,0.0,0.0,9.8,99.2,1018.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-20T07:47:28-07:00,2000-01-20T17:29:54-07:00,0.5,Overcast
"Salt Lake City, UT, US",01/21/2000,35.9,47.0,40.9,30.5,66.51,,11.6,,233.33,30.2,0.25,16.67,0.0,9.0,91.3,1014.9,"Rain, Light Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-21T07:46:52-07:00,2000-01-21T17:31:05-07:00,0.52,"Rain, Overcast"
"Salt Lake City, UT, US",01/22/2000,32.1,39.8,35.5,29.7,79.53,,11.6,,218.57,25.5,0.03,8.33,0.0,8.7,77.5,1018.1,"Mist, Light Snow, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-22T07:46:14-07:00,2000-01-22T17:32:17-07:00,0.55,"Rain, Overcast"
"Salt Lake City, UT, US",01/23/2000,26.0,42.2,34.2,25.1,71.17,,9.2,,160.95,17.5,0.0,0.0,0.0,9.5,69.6,1022.4,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-23T07:45:35-07:00,2000-01-23T17:33:29-07:00,0.58,Partially cloudy
"Salt Lake City, UT, US",01/24/2000,34.1,43.1,37.8,33.0,83.07,,6.9,,291.25,30.8,0.0,0.0,0.0,8.4,100.0,1019.2,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-24T07:44:53-07:00,2000-01-24T17:34:41-07:00,0.62,Overcast
"Salt Lake City, UT, US",01/25/2000,35.9,41.1,39.0,37.7,95.1,,8.1,,252.5,31.1,0.31,50.0,0.0,3.2,98.3,1015.5,"Mist, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-25T07:44:09-07:00,2000-01-25T17:35:54-07:00,0.65,"Rain, Overcast"
"Salt Lake City, UT, US",01/26/2000,34.1,44.0,38.8,33.6,82.46,,19.7,,322.08,29.8,0.05,8.33,0.0,6.0,90.9,1014.7,"Mist, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-26T07:43:24-07:00,2000-01-26T17:37:07-07:00,0.68,"Rain, Overcast"
"Salt Lake City, UT, US",01/27/2000,24.2,35.9,30.5,19.4,63.6,,13.9,,258.75,15.3,0.0,0.0,0.0,9.9,63.3,1024.2,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-27T07:42:36-07:00,2000-01-27T17:38:21-07:00,0.71,Partially cloudy
"Salt Lake City, UT, US",01/28/2000,23.1,34.1,27.4,18.8,70.55,,10.3,,227.0,15.8,0.0,0.0,0.0,9.9,41.3,1026.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-28T07:41:47-07:00,2000-01-28T17:39:35-07:00,0.75,Partially cloudy
"Salt Lake City, UT, US",01/29/2000,20.0,38.0,27.4,17.7,67.73,,11.6,,190.87,10.2,0.0,0.0,0.0,9.9,18.3,1024.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-29T07:40:56-07:00,2000-01-29T17:40:49-07:00,0.78,Clear
"Salt Lake City, UT, US",01/30/2000,20.9,39.8,28.8,19.2,69.44,,10.3,,185.26,10.5,0.0,0.0,1.88,9.8,21.7,1019.5,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-30T07:40:03-07:00,2000-01-30T17:42:03-07:00,0.81,Clear
"Salt Lake City, UT, US",01/31/2000,21.8,32.1,29.7,27.6,91.78,,9.2,,237.5,19.9,0.28,50.0,3.0,2.8,93.9,1020.2,"Mist, Light Snow, Fog, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-01-31T07:39:08-07:00,2000-01-31T17:43:17-07:00,0.85,"Rain, Overcast"
"Salt Lake City, UT, US",02/01/2000,19.1,37.1,27.2,23.4,86.03,,9.2,,123.33,12.2,0.0,0.0,1.27,5.9,89.5,1031.2,"Mist, Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-01T07:38:11-07:00,2000-02-01T17:44:31-07:00,0.88,Overcast
"Salt Lake City, UT, US",02/02/2000,24.2,41.1,31.3,26.0,81.13,,8.1,,211.58,17.2,0.0,0.0,0.3,6.5,87.9,1030.5,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-02T07:37:13-07:00,2000-02-02T17:45:46-07:00,0.91,Overcast
"Salt Lake City, UT, US",02/03/2000,21.8,38.9,29.7,26.8,89.08,,11.6,,212.11,16.1,0.0,0.0,0.13,3.0,73.2,1025.0,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-03T07:36:13-07:00,2000-02-03T17:47:00-07:00,0.94,Partially cloudy
"Salt Lake City, UT, US",02/04/2000,25.1,48.8,37.4,26.1,66.37,,18.3,,183.75,22.0,0.0,0.0,0.03,8.5,72.5,1019.9,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-04T07:35:11-07:00,2000-02-04T17:48:15-07:00,0.98,Partially cloudy
"Salt Lake City, UT, US",02/05/2000,28.1,48.8,37.1,29.5,75.39,,10.3,,208.1,23.4,0.0,0.0,0.0,7.8,67.5,1021.1,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-05T07:34:08-07:00,2000-02-05T17:49:29-07:00,0.0,Partially cloudy
"Salt Lake City, UT, US",02/06/2000,29.0,50.1,37.2,30.2,77.17,,11.6,,202.63,20.5,0.0,0.0,0.0,9.3,37.5,1027.2,Smoke Or Haze,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-06T07:33:03-07:00,2000-02-06T17:50:44-07:00,0.04,Partially cloudy
"Salt Lake City, UT, US",02/07/2000,26.9,56.0,39.3,29.8,71.67,,10.3,,148.13,19.4,0.0,0.0,0.0,8.7,61.7,1031.6,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-07T07:31:56-07:00,2000-02-07T17:51:58-07:00,0.08,Partially cloudy
"Salt Lake City, UT, US",02/08/2000,32.1,51.2,40.5,32.0,72.79,,11.6,,215.88,25.7,0.0,0.0,0.0,8.2,94.6,1025.2,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-08T07:30:49-07:00,2000-02-08T17:53:12-07:00,0.11,Overcast
"Salt Lake City, UT, US",02/09/2000,35.0,53.0,44.1,34.7,70.91,,11.6,,191.43,33.8,0.0,0.0,0.0,7.7,100.0,1016.4,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-09T07:29:39-07:00,2000-02-09T17:54:26-07:00,0.15,Overcast
"Salt Lake City, UT, US",02/10/2000,38.9,50.1,44.1,36.7,75.47,,12.8,,181.74,33.9,0.0,0.0,0.0,9.3,98.3,1011.5,Smoke Or Haze,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-10T07:28:28-07:00,2000-02-10T17:55:40-07:00,0.19,Overcast
"Salt Lake City, UT, US",02/11/2000,37.1,50.1,44.0,36.4,76.3,,21.9,,156.67,29.0,0.38,29.17,0.03,9.0,97.1,1010.7,"Mist, Rain, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-11T07:27:16-07:00,2000-02-11T17:56:54-07:00,0.22,"Rain, Overcast"
"Salt Lake City, UT, US",02/12/2000,33.2,46.1,39.5,34.9,84.35,,20.8,,174.78,26.2,0.24,37.5,0.1,9.6,96.7,1005.8,"Mist, Light Snow, Rain, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-12T07:26:03-07:00,2000-02-12T17:58:07-07:00,0.25,"Rain, Overcast"
"Salt Lake City, UT, US",02/13/2000,35.0,44.0,38.9,32.8,78.95,,24.2,,159.13,27.3,0.0,0.0,0.13,9.9,100.0,1009.7,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-13T07:24:48-07:00,2000-02-13T17:59:20-07:00,0.29,Overcast
"Salt Lake City, UT, US",02/14/2000,42.2,56.9,47.7,37.1,67.76,,33.3,,174.17,32.7,0.14,16.67,0.02,9.7,95.4,1009.2,"Rain, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-14T07:23:31-07:00,2000-02-14T18:00:33-07:00,0.33,"Rain, Overcast"
"Salt Lake City, UT, US",02/15/2000,34.1,47.0,41.2,26.5,56.61,,19.7,,264.55,28.8,0.0,0.0,0.0,9.9,72.2,1021.5,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-15T07:22:14-07:00,2000-02-15T18:01:46-07:00,0.36,Partially cloudy
"Salt Lake City, UT, US",02/16/2000,34.1,42.2,39.2,31.9,75.01,,15.0,,185.22,28.4,0.02,8.33,0.0,9.7,100.0,1015.6,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-16T07:20:55-07:00,2000-02-16T18:02:59-07:00,0.4,"Rain, Overcast"
"Salt Lake City, UT, US",02/17/2000,32.1,41.1,35.9,33.6,91.42,,16.1,,290.0,23.7,0.34,37.5,0.83,5.4,99.1,1009.8,"Mist, Light Snow, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-17T07:19:35-07:00,2000-02-17T18:04:11-07:00,0.43,"Rain, Overcast"
"Salt Lake City, UT, US",02/18/2000,30.8,42.2,35.4,27.2,74.71,,10.3,,180.0,22.1,0.02,8.33,1.32,7.3,62.6,1023.1,"Mist, Light Snow, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-18T07:18:14-07:00,2000-02-18T18:05:23-07:00,0.47,"Rain, Partially cloudy"
"Salt Lake City, UT, US",02/19/2000,29.0,47.0,35.3,23.4,63.75,,12.8,,182.5,19.2,0.0,0.0,0.52,9.9,24.2,1026.6,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-19T07:16:52-07:00,2000-02-19T18:06:35-07:00,0.5,Clear
"Salt Lake City, UT, US",02/20/2000,28.1,53.0,40.1,28.5,64.96,,15.0,,157.33,22.8,0.0,0.0,0.07,9.7,87.1,1017.7,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-20T07:15:29-07:00,2000-02-20T18:07:46-07:00,0.54,Overcast
"Salt Lake City, UT, US",02/21/2000,42.2,62.0,49.2,35.7,62.04,,20.8,,176.67,33.7,0.27,16.67,0.02,9.4,89.5,1012.8,"Mist, Rain, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-21T07:14:05-07:00,2000-02-21T18:08:57-07:00,0.57,"Rain, Overcast"
"Salt Lake City, UT, US",02/22/2000,38.9,51.2,43.9,33.2,66.9,,12.8,,176.0,32.7,0.01,4.17,0.0,9.9,79.6,1016.2,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-22T07:12:39-07:00,2000-02-22T18:10:08-07:00,0.6,"Rain, Overcast"
"Salt Lake City, UT, US",02/23/2000,38.9,48.8,42.7,31.4,64.49,,26.4,,162.92,30.1,0.0,0.0,1.91,9.9,92.4,1011.6,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-23T07:11:13-07:00,2000-02-23T18:11:19-07:00,0.63,Overcast
"Salt Lake City, UT, US",02/24/2000,29.9,42.2,35.1,30.8,84.94,,23.0,,230.0,18.1,0.19,33.33,3.06,6.2,99.6,1004.2,"Mist, Light Snow, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-24T07:09:46-07:00,2000-02-24T18:12:29-07:00,0.66,"Rain, Overcast"
"Salt Lake City, UT, US",02/25/2000,28.1,38.0,31.8,19.8,61.25,,19.7,,245.45,20.5,0.0,0.0,1.98,9.9,73.3,1016.4,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-25T07:08:18-07:00,2000-02-25T18:13:39-07:00,0.7,Partially cloudy
"Salt Lake City, UT, US",02/26/2000,26.0,46.1,36.2,21.9,56.78,,18.3,,154.58,17.5,0.0,0.0,0.75,9.9,81.7,1021.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-26T07:06:49-07:00,2000-02-26T18:14:49-07:00,0.75,Overcast
"Salt Lake City, UT, US",02/27/2000,38.9,53.9,46.8,27.3,47.46,,21.9,,164.58,30.8,0.0,0.0,0.27,9.9,90.4,1012.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-27T07:05:19-07:00,2000-02-27T18:15:58-07:00,0.76,Overcast
"Salt Lake City, UT, US",02/28/2000,35.9,47.9,40.2,34.5,80.85,,13.9,,192.11,30.5,0.14,25.0,0.15,9.4,93.8,1010.7,"Mist, Rain, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-28T07:03:49-07:00,2000-02-28T18:17:07-07:00,0.79,"Rain, Overcast"
"Salt Lake City, UT, US",02/29/2000,32.1,53.0,42.7,30.6,65.46,,23.0,,166.52,24.3,0.0,0.0,0.09,9.9,81.7,1016.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-02-29T07:02:17-07:00,2000-02-29T18:18:16-07:00,0.83,Overcast
"Salt Lake City, UT, US",03/01/2000,38.9,44.9,42.1,31.9,67.18,,15.0,,266.52,33.8,0.0,0.0,0.0,9.9,99.1,1017.6,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-01T07:00:45-07:00,2000-03-01T18:19:24-07:00,0.86,Overcast
"Salt Lake City, UT, US",03/02/2000,34.1,48.8,40.3,31.8,72.41,,10.3,,290.53,30.2,0.0,0.0,0.0,9.3,83.8,1020.2,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-02T06:59:13-07:00,2000-03-02T18:20:32-07:00,0.89,Overcast
"Salt Lake City, UT, US",03/03/2000,29.9,52.1,40.2,31.6,73.16,,9.2,,251.9,23.0,0.0,0.0,0.0,8.9,10.8,1020.3,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-03T06:57:39-07:00,2000-03-03T18:21:40-07:00,0.92,Clear
"Salt Lake City, UT, US",03/04/2000,29.9,60.2,44.5,34.4,69.92,,9.2,,205.91,25.6,0.0,0.0,0.0,8.4,24.6,1012.4,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-04T06:56:05-07:00,2000-03-04T18:22:47-07:00,0.95,Clear
"Salt Lake City, UT, US",03/05/2000,41.1,52.1,44.9,34.4,67.08,,26.4,,169.55,32.0,0.0,0.0,0.0,9.9,72.6,1001.0,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-05T06:54:31-07:00,2000-03-05T18:23:54-07:00,0.0,Partially cloudy
"Salt Lake City, UT, US",03/06/2000,37.1,51.2,41.9,31.0,66.13,,21.9,,158.33,30.5,0.01,4.17,0.0,9.9,85.8,1005.6,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-06T06:52:56-07:00,2000-03-06T18:25:01-07:00,0.02,"Rain, Overcast"
"Salt Lake City, UT, US",03/07/2000,30.8,44.9,38.8,23.7,55.36,,9.2,,199.17,24.1,0.0,0.0,0.0,9.9,75.8,1011.4,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-07T06:51:20-07:00,2000-03-07T18:26:08-07:00,0.06,Overcast
"Salt Lake City, UT, US",03/08/2000,38.0,47.9,42.6,31.2,63.91,,26.4,,164.17,29.8,0.0,0.0,0.0,9.9,96.7,1014.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-08T06:49:44-07:00,2000-03-08T18:27:15-07:00,0.09,Overcast
"Salt Lake City, UT, US",03/09/2000,33.2,42.2,38.1,31.2,76.59,,19.7,,212.73,26.2,0.09,12.5,0.1,9.5,95.0,1015.9,"Light Snow, Mist, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-09T06:48:07-07:00,2000-03-09T18:28:21-07:00,0.13,"Rain, Overcast"
"Salt Lake City, UT, US",03/10/2000,29.9,44.0,35.8,28.3,75.68,,10.3,,162.94,23.9,0.1,8.33,0.16,8.1,73.9,1025.7,"Mist, Light Snow, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-10T06:46:30-07:00,2000-03-10T18:29:27-07:00,0.16,"Rain, Partially cloudy"
"Salt Lake City, UT, US",03/11/2000,32.1,50.1,40.6,27.7,61.22,,16.1,,200.95,23.1,0.0,0.0,0.01,9.9,85.7,1025.1,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-11T06:44:53-07:00,2000-03-11T18:30:32-07:00,0.2,Overcast
"Salt Lake City, UT, US",03/12/2000,34.1,47.9,40.8,28.6,65.09,,10.3,,244.67,28.0,0.01,4.17,0.0,9.3,81.3,1023.9,"Mist, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-12T06:43:15-07:00,2000-03-12T18:31:38-07:00,0.25,"Rain, Overcast"
"Salt Lake City, UT, US",03/13/2000,32.1,53.9,43.0,28.0,57.32,,11.6,,197.5,24.9,0.0,0.0,0.0,9.9,48.7,1021.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-13T06:41:37-07:00,2000-03-13T18:32:43-07:00,0.27,Partially cloudy
"Salt Lake City, UT, US",03/14/2000,35.0,55.1,44.9,32.0,61.6,,13.9,,176.82,27.3,0.0,0.0,0.0,9.9,84.2,1018.1,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-14T06:39:59-07:00,2000-03-14T18:33:48-07:00,0.31,Overcast
"Salt Lake City, UT, US",03/15/2000,34.1,44.9,39.9,28.2,64.65,,23.0,,228.7,29.1,0.02,8.33,0.0,9.4,80.0,1017.1,"Mist, Light Snow, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-15T06:38:20-07:00,2000-03-15T18:34:53-07:00,0.34,"Rain, Overcast"
"Salt Lake City, UT, US",03/16/2000,29.0,56.0,42.1,22.9,50.1,,18.3,,177.27,21.2,0.0,0.0,0.05,9.9,62.9,1018.0,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-16T06:36:41-07:00,2000-03-16T18:35:57-07:00,0.38,Partially cloudy
"Salt Lake City, UT, US",03/17/2000,35.0,44.9,39.2,24.7,57.57,,26.4,,258.18,22.6,0.11,12.5,0.08,9.7,82.9,1022.1,"Mist, Light Snow, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2000-03-17T06:35:02-07:00,2000-03-17T18:37:02-07:00,0.41,"Rain, Overcast"
