Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/11/1981,28.9,30.8,29.8,24.9,81.65,,6.7,,281.61,22.9,0.0,0.0,,3.5,100.0,1033.7,"Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-11T07:51:06-07:00,1981-01-11T17:20:29-07:00,0.2,Overcast
"Salt Lake City, UT, US",01/12/1981,28.1,29.9,29.2,24.8,83.5,,6.8,,239.65,22.0,0.0,0.0,0.0,3.1,100.0,1030.7,"Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-12T07:50:49-07:00,1981-01-12T17:21:34-07:00,0.23,Overcast
"Salt Lake City, UT, US",01/13/1981,26.0,29.9,27.6,23.5,84.33,,7.8,,274.96,19.4,0.0,0.0,0.0,2.5,100.0,1029.1,"Light Snow, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-13T07:50:29-07:00,1981-01-13T17:22:39-07:00,0.25,Overcast
"Salt Lake City, UT, US",01/14/1981,25.9,29.0,27.9,22.8,81.08,,8.7,,246.68,19.5,0.0,0.0,0.0,2.9,100.0,1028.3,"Light Snow, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-14T07:50:07-07:00,1981-01-14T17:23:46-07:00,0.3,Overcast
"Salt Lake City, UT, US",01/15/1981,26.8,28.9,27.5,22.8,82.11,,6.7,,258.58,20.4,0.0,0.0,0.0,1.8,100.0,1024.5,"Snow Showers, Light Snow, Mist, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-15T07:49:43-07:00,1981-01-15T17:24:53-07:00,0.34,Overcast
"Salt Lake City, UT, US",01/16/1981,25.9,32.0,28.4,23.3,81.02,,11.3,,258.38,20.3,0.0,0.0,,2.4,98.2,1023.7,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-16T07:49:17-07:00,1981-01-16T17:26:01-07:00,0.37,Overcast
"Salt Lake City, UT, US",01/17/1981,28.2,39.5,31.5,25.9,79.64,,12.3,,273.55,23.0,0.0,0.0,,3.2,94.5,1026.7,"Fog, Rain Showers, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-17T07:48:48-07:00,1981-01-17T17:27:10-07:00,0.41,Overcast
"Salt Lake City, UT, US",01/18/1981,26.1,41.0,31.3,26.2,81.79,,8.9,,210.63,19.9,0.0,0.0,,2.2,41.0,1028.9,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-18T07:48:17-07:00,1981-01-18T17:28:20-07:00,0.45,Partially cloudy
"Salt Lake City, UT, US",01/19/1981,24.4,41.0,30.8,27.0,86.05,,11.4,,207.79,17.4,0.0,0.0,0.0,0.8,56.6,1025.7,"Mist, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-19T07:47:45-07:00,1981-01-19T17:29:30-07:00,0.48,Partially cloudy
"Salt Lake City, UT, US",01/20/1981,28.9,33.1,30.7,28.6,91.87,,5.5,,222.68,24.1,0.0,0.0,0.0,0.1,99.2,1026.3,"Light Snow, Light Drizzle, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-20T07:47:10-07:00,1981-01-20T17:30:41-07:00,0.5,Overcast
"Salt Lake City, UT, US",01/21/1981,29.1,32.1,30.4,28.1,90.97,,7.9,,199.0,21.4,0.0,0.0,0.0,0.4,100.0,1030.9,"Light Snow, Diamond Dust, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-21T07:46:33-07:00,1981-01-21T17:31:52-07:00,0.55,Overcast
"Salt Lake City, UT, US",01/22/1981,29.8,33.0,30.4,28.2,91.18,,7.8,,153.23,22.3,0.0,0.0,0.0,0.6,100.0,1028.6,"Mist, Diamond Dust, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-22T07:45:54-07:00,1981-01-22T17:33:04-07:00,0.58,Overcast
"Salt Lake City, UT, US",01/23/1981,28.9,33.1,29.9,26.7,87.84,,6.9,,245.14,22.9,0.0,0.0,,0.8,99.3,1021.1,"Mist, Diamond Dust, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-23T07:45:13-07:00,1981-01-23T17:34:16-07:00,0.61,Overcast
"Salt Lake City, UT, US",01/24/1981,28.1,43.6,36.2,30.2,79.11,,20.3,,164.29,17.4,0.56,16.67,0.02,14.1,93.4,1017.0,"Snow And Rain Showers, Snow Showers, Light Snow, Precipitation In Vicinity, Fog, Rain Showers, Sky Coverage Increasing, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-24T07:44:30-07:00,1981-01-24T17:35:29-07:00,0.64,"Rain, Overcast"
"Salt Lake City, UT, US",01/25/1981,25.9,39.5,32.0,20.9,65.04,,7.1,,234.91,20.3,0.0,0.0,,33.4,38.8,1019.1,Sky Coverage Increasing,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-25T07:43:45-07:00,1981-01-25T17:36:42-07:00,0.68,Partially cloudy
"Salt Lake City, UT, US",01/26/1981,26.9,39.6,33.9,20.9,59.27,,18.1,,179.75,17.4,0.0,0.0,,29.7,88.5,1016.8,Sky Coverage Increasing,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-26T07:42:59-07:00,1981-01-26T17:37:55-07:00,0.71,Overcast
"Salt Lake City, UT, US",01/27/1981,32.2,43.0,38.1,27.0,65.11,,16.6,,139.54,28.0,0.0,0.0,0.0,28.2,98.7,1013.5,"Snow Showers, Precipitation In Vicinity, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-27T07:42:10-07:00,1981-01-27T17:39:09-07:00,0.75,Overcast
"Salt Lake City, UT, US",01/28/1981,39.7,49.8,43.6,28.6,55.81,,22.3,,180.38,32.4,0.0,4.17,0.0,29.4,96.7,1008.0,"Light Snow, Precipitation In Vicinity, Light Drizzle, Rain Showers, Light Rain, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-28T07:41:19-07:00,1981-01-28T17:40:23-07:00,0.77,Overcast
"Salt Lake City, UT, US",01/29/1981,35.9,47.7,41.0,30.3,67.1,,21.6,,175.96,27.9,0.08,16.67,0.0,23.7,96.2,1011.8,"Light Snow, Precipitation In Vicinity, Rain Showers, Fog, Light Rain, Sky Coverage Decreasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-29T07:40:27-07:00,1981-01-29T17:41:37-07:00,0.8,"Rain, Overcast"
"Salt Lake City, UT, US",01/30/1981,28.9,39.7,34.6,30.1,83.78,,21.7,,184.04,22.1,0.27,45.83,0.79,10.9,100.0,1011.7,"Snow And Rain Showers, Snow Showers, Blowing Or Drifting Snow, Heavy Snow, Light Snow, Precipitation In Vicinity, Rain Showers, Fog, Light Rain, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-30T07:39:33-07:00,1981-01-30T17:42:51-07:00,0.84,"Rain, Overcast"
"Salt Lake City, UT, US",01/31/1981,28.9,33.9,30.7,26.0,82.72,,16.8,,267.54,19.8,0.31,33.33,13.78,5.0,99.9,1018.4,"Snow Showers, Light Snow, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-01-31T07:38:37-07:00,1981-01-31T17:44:05-07:00,0.87,"Rain, Overcast"
"Salt Lake City, UT, US",02/01/1981,19.9,35.6,29.7,23.7,78.65,,8.2,,188.78,10.1,0.0,8.33,11.81,13.9,80.7,1027.3,"Snow Showers, Light Snow, Precipitation In Vicinity, Fog, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-01T07:37:39-07:00,1981-02-01T17:45:20-07:00,0.9,Overcast
"Salt Lake City, UT, US",02/02/1981,17.8,35.6,25.1,18.2,75.63,,10.5,,155.61,5.8,0.0,0.0,2.27,13.2,38.4,1033.0,Sky Coverage Increasing,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-02T07:36:40-07:00,1981-02-02T17:46:34-07:00,0.93,Partially cloudy
"Salt Lake City, UT, US",02/03/1981,16.0,34.7,24.8,17.6,74.54,,9.5,,194.96,7.0,0.0,0.0,1.12,7.5,45.3,1028.2,"Sky Coverage Increasing, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-03T07:35:39-07:00,1981-02-03T17:47:49-07:00,0.96,Partially cloudy
"Salt Lake City, UT, US",02/04/1981,16.0,33.8,23.8,17.4,77.08,,8.0,,188.65,6.4,0.0,0.0,0.79,4.7,10.4,1026.2,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-04T07:34:36-07:00,1981-02-04T17:49:03-07:00,0.0,Clear
"Salt Lake City, UT, US",02/05/1981,19.0,36.7,26.9,19.5,74.76,,10.1,,178.25,9.9,0.0,0.0,1.06,4.3,48.9,1023.7,"Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-05T07:33:32-07:00,1981-02-05T17:50:18-07:00,0.03,Partially cloudy
"Salt Lake City, UT, US",02/06/1981,26.6,39.5,31.4,24.7,76.63,,11.2,,183.62,20.1,0.0,4.17,9.84,6.8,59.8,1020.5,"Snow Showers, Light Snow, Fog, Sky Coverage Increasing, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-06T07:32:26-07:00,1981-02-06T17:51:32-07:00,0.07,Partially cloudy
"Salt Lake City, UT, US",02/07/1981,24.2,40.8,31.2,21.8,69.01,,8.0,,187.46,16.4,0.0,4.17,8.66,16.2,33.2,1022.2,"Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-07T07:31:19-07:00,1981-02-07T17:52:46-07:00,0.1,Partially cloudy
"Salt Lake City, UT, US",02/08/1981,26.0,47.5,34.9,21.6,59.84,,12.5,,162.79,17.8,0.0,0.0,7.87,26.5,64.9,1015.9,"Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-08T07:30:10-07:00,1981-02-08T17:54:00-07:00,0.14,Partially cloudy
"Salt Lake City, UT, US",02/09/1981,34.0,48.4,40.7,28.0,61.24,,20.7,,213.33,22.4,0.0,0.0,0.24,32.6,96.6,1003.0,"Snow Showers, Light Snow, Precipitation In Vicinity, Rain Showers, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-09T07:28:59-07:00,1981-02-09T17:55:14-07:00,0.17,Overcast
"Salt Lake City, UT, US",02/10/1981,19.7,34.8,25.5,8.7,49.03,,21.4,,276.91,7.4,0.0,4.17,0.18,31.9,44.9,1020.3,"Precipitation In Vicinity, Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-10T07:27:48-07:00,1981-02-10T17:56:28-07:00,0.21,Partially cloudy
"Salt Lake City, UT, US",02/11/1981,19.9,32.9,26.9,17.1,67.42,,11.7,,194.77,10.2,0.0,4.17,5.91,13.3,94.0,1026.5,"Snow Showers, Light Snow, Precipitation In Vicinity, Rain Showers, Sky Coverage Increasing, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-11T07:26:35-07:00,1981-02-11T17:57:41-07:00,0.25,Overcast
"Salt Lake City, UT, US",02/12/1981,28.3,51.6,36.5,29.9,78.73,,9.0,,179.42,23.4,0.08,16.67,6.69,5.9,79.3,1029.9,"Snow Showers, Light Snow, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-12T07:25:20-07:00,1981-02-12T17:58:55-07:00,0.28,"Rain, Overcast"
"Salt Lake City, UT, US",02/13/1981,28.2,54.8,39.2,28.8,69.58,,14.5,,174.7,21.7,0.0,0.0,5.91,13.0,69.8,1030.1,"Fog, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-13T07:24:04-07:00,1981-02-13T18:00:08-07:00,0.32,Partially cloudy
"Salt Lake City, UT, US",02/14/1981,34.1,54.7,45.2,31.9,61.62,,14.7,,184.33,30.0,0.0,0.0,0.18,27.7,94.4,1024.7,"Precipitation In Vicinity, Rain Showers, Light Rain, Sky Coverage Decreasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-14T07:22:47-07:00,1981-02-14T18:01:21-07:00,0.35,Overcast
"Salt Lake City, UT, US",02/15/1981,28.4,51.7,39.2,31.3,74.82,,8.9,,230.04,22.9,0.0,0.0,2.76,20.9,81.2,1025.2,"Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-15T07:21:29-07:00,1981-02-15T18:02:33-07:00,0.39,Overcast
"Salt Lake City, UT, US",02/16/1981,33.2,56.5,43.9,31.1,63.23,,11.4,,183.63,26.9,0.0,0.0,2.76,24.8,78.2,1021.1,"Precipitation In Vicinity, Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-16T07:20:10-07:00,1981-02-16T18:03:46-07:00,0.42,Overcast
"Salt Lake City, UT, US",02/17/1981,39.9,53.6,45.6,33.4,64.07,,18.0,,203.17,36.0,0.08,16.67,0.06,32.6,76.6,1019.2,"Rain Showers, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-17T07:18:49-07:00,1981-02-17T18:04:58-07:00,0.46,"Rain, Overcast"
"Salt Lake City, UT, US",02/18/1981,35.0,57.6,44.5,32.1,63.21,,13.7,,207.71,27.0,0.0,0.0,,28.7,73.8,1024.5,"Mist, Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-18T07:17:27-07:00,1981-02-18T18:06:10-07:00,0.5,Partially cloudy
"Salt Lake City, UT, US",02/19/1981,41.0,60.9,52.1,30.7,46.67,,22.8,,169.38,35.2,0.0,0.0,,30.1,77.5,1016.8,"Sky Coverage Decreasing, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-19T07:16:04-07:00,1981-02-19T18:07:21-07:00,0.53,Overcast
"Salt Lake City, UT, US",02/20/1981,30.8,52.6,37.0,26.4,66.64,,17.0,,319.35,21.7,0.08,16.67,1.97,24.8,78.8,1021.6,"Hail Showers, Snow Showers, Light Snow, Precipitation In Vicinity, Fog, Sky Coverage Increasing, Sky Unchanged, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-20T07:14:41-07:00,1981-02-20T18:08:32-07:00,0.56,"Rain, Overcast"
"Salt Lake City, UT, US",02/21/1981,24.2,41.9,32.8,21.3,63.69,,11.5,,230.13,19.9,0.0,0.0,1.97,34.7,12.6,1032.2,"Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-21T07:13:16-07:00,1981-02-21T18:09:43-07:00,0.59,Clear
"Salt Lake City, UT, US",02/22/1981,26.0,48.6,36.3,24.2,63.13,,11.2,,198.96,19.3,0.0,0.0,,31.5,17.5,1030.8,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-22T07:11:50-07:00,1981-02-22T18:10:54-07:00,0.62,Clear
"Salt Lake City, UT, US",02/23/1981,27.1,56.8,40.1,27.8,64.14,,14.7,,199.38,21.8,0.0,0.0,,18.5,42.7,1016.8,"Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-23T07:10:23-07:00,1981-02-23T18:12:04-07:00,0.66,Partially cloudy
"Salt Lake City, UT, US",02/24/1981,42.3,67.8,54.6,18.4,26.85,,25.8,,171.75,36.8,0.0,0.0,,26.4,81.5,1002.2,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-24T07:08:55-07:00,1981-02-24T18:13:14-07:00,0.69,Overcast
"Salt Lake City, UT, US",02/25/1981,45.0,62.0,55.0,19.0,25.27,,20.8,,168.21,39.0,0.0,0.0,,28.1,96.1,1003.1,"Precipitation In Vicinity, Rain Showers, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-25T07:07:27-07:00,1981-02-25T18:14:24-07:00,0.72,Overcast
"Salt Lake City, UT, US",02/26/1981,35.0,48.6,41.0,35.5,81.49,,15.5,,197.67,29.1,0.5,62.5,0.0,12.8,100.0,1009.8,"Snow And Rain Showers, Snow Showers, Light Snow, Light Drizzle, Rain Showers, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-26T07:05:57-07:00,1981-02-26T18:15:33-07:00,0.75,"Rain, Overcast"
"Salt Lake City, UT, US",02/27/1981,34.0,48.7,39.7,33.1,78.72,,7.8,,232.3,28.9,0.12,16.67,0.0,13.8,89.7,1019.1,"Snow Showers, Light Snow, Rain, Rain Showers, Fog, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-27T07:04:27-07:00,1981-02-27T18:16:42-07:00,0.79,"Rain, Overcast"
"Salt Lake City, UT, US",02/28/1981,32.2,52.8,41.1,31.0,69.05,,8.8,,212.5,26.5,0.0,0.0,,18.2,76.4,1016.2,"Sky Coverage Increasing, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-02-28T07:02:56-07:00,1981-02-28T18:17:51-07:00,0.82,Overcast
"Salt Lake City, UT, US",03/01/1981,35.0,52.8,42.2,32.9,70.61,,9.0,,186.79,30.1,0.0,0.0,0.0,24.8,77.6,1013.1,"Precipitation In Vicinity, Rain Showers, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-01T07:01:24-07:00,1981-03-01T18:18:59-07:00,0.85,Overcast
"Salt Lake City, UT, US",03/02/1981,32.5,44.1,38.5,33.4,81.9,,15.2,,167.67,27.6,0.04,12.5,0.0,17.6,94.2,1007.9,"Light Snow, Precipitation In Vicinity, Rain Showers, Fog, Light Rain, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-02T06:59:52-07:00,1981-03-02T18:20:08-07:00,0.88,"Rain, Overcast"
"Salt Lake City, UT, US",03/03/1981,34.2,46.0,38.9,33.3,81.06,,10.0,,226.21,31.9,0.23,37.5,0.06,14.7,82.8,1006.6,"Light Snow, Light Drizzle, Rain, Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-03T06:58:18-07:00,1981-03-03T18:21:15-07:00,0.91,"Rain, Overcast"
"Salt Lake City, UT, US",03/04/1981,30.9,52.0,41.3,29.9,66.42,,14.6,,163.04,24.1,0.0,0.0,,17.4,7.0,1008.2,"Sky Coverage Increasing, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-04T06:56:45-07:00,1981-03-04T18:22:23-07:00,0.95,Clear
"Salt Lake City, UT, US",03/05/1981,38.1,54.9,44.7,31.5,61.2,,13.8,,196.5,31.6,0.0,0.0,,25.2,74.7,1007.6,"Precipitation In Vicinity, Sky Coverage Decreasing, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-05T06:55:10-07:00,1981-03-05T18:23:30-07:00,0.98,Partially cloudy
"Salt Lake City, UT, US",03/06/1981,32.4,51.8,42.9,33.6,70.53,,15.5,,220.92,27.6,0.0,0.0,,19.2,76.3,1006.9,"Precipitation In Vicinity, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-06T06:53:35-07:00,1981-03-06T18:24:37-07:00,0.0,Overcast
"Salt Lake City, UT, US",03/07/1981,38.0,52.8,43.7,33.6,68.74,,13.7,,252.33,32.2,0.0,0.0,,16.6,56.8,1016.4,"Rain Showers, Sky Coverage Increasing, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-07T06:52:00-07:00,1981-03-07T18:25:44-07:00,0.05,Partially cloudy
"Salt Lake City, UT, US",03/08/1981,34.1,53.7,42.7,31.2,65.8,,9.1,,185.17,28.1,0.0,0.0,,16.7,27.4,1023.9,"Precipitation In Vicinity, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-08T06:50:24-07:00,1981-03-08T18:26:51-07:00,0.08,Partially cloudy
"Salt Lake City, UT, US",03/09/1981,31.0,54.9,41.9,28.8,61.98,,14.7,,206.21,23.5,0.0,4.17,,20.9,20.7,1025.2,"Precipitation In Vicinity, Rain Showers, Fog, Sky Coverage Increasing, Sky Unchanged",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-09T06:48:48-07:00,1981-03-09T18:27:57-07:00,0.12,Clear
"Salt Lake City, UT, US",03/10/1981,31.0,52.9,41.0,29.8,65.73,,13.5,,203.79,24.3,0.0,0.0,0.0,22.8,47.9,1023.2,"Precipitation In Vicinity, Rain Showers, Sky Coverage Decreasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1981-03-10T06:47:11-07:00,1981-03-10T18:29:03-07:00,0.15,Partially cloudy
