STATION,MON.DAY,YEAR,SNOW,SNWD,TMAX,TMIN,TOBS
USC00427064,6-28,1987,0,,92,61,83
USC00427064,6-29,1987,0,,83,63,79
USC00427064,6-30,1987,0,,89,57,84
USC00427064,7-1,1987,0,0,93,57,90
USC00427064,7-2,1987,0,0,94,56,92
USC00427064,7-3,1987,0,0,92,56,88
USC00427064,7-4,1987,0,0,89,55,80
USC00427064,7-5,1987,0,0,95,57,94
USC00427064,7-6,1987,0,0,94,58,78
USC00427064,7-7,1987,0,0,89,53,87
USC00427064,7-8,1987,0,0,94,59,90
USC00427064,7-9,1987,0,0,92,65,88
USC00427064,7-10,1987,0,0,88,66,75
USC00427064,7-11,1987,0,0,79,56,77
USC00427064,7-12,1987,0,0,83,53,80
USC00427064,7-13,1987,0,0,89,51,88
USC00427064,7-14,1987,0,0,93,54,91
USC00427064,7-15,1987,0,0,91,56,94
USC00427064,7-16,1987,0,0,96,66,72
USC00427064,7-17,1987,0,0,84,64,75
USC00427064,7-18,1987,0,0,79,61,77
USC00427064,7-19,1987,0,0,80,46,78
USC00427064,7-20,1987,0,0,82,50,73
USC00427064,7-21,1987,0,0,84,56,68
USC00427064,7-22,1987,0,0,86,55,85
USC00427064,7-23,1987,0,0,93,54,90
USC00427064,7-24,1987,0,0,98,55,96
USC00427064,7-25,1987,0,0,96,66,87
USC00427064,7-26,1987,0,0,93,64,83
USC00427064,7-27,1987,0,0,90,66,83
USC00427064,7-28,1987,0,0,88,64,80
USC00427064,7-29,1987,0,0,89,63,86
USC00427064,7-30,1987,0,0,90,65,86
USC00427064,7-31,1987,,,95,62,92
USC00427064,8-1,1987,0,0,95,63,94
USC00427064,8-2,1987,0,0,95,63,92
USC00427064,8-3,1987,0,0,94,57,91
USC00427064,8-4,1987,0,0,96,56,94
USC00427064,8-5,1987,0,0,97,59,93
USC00427064,8-6,1987,0,0,96,64,91
USC00427064,8-7,1987,0,0,91,62,83
USC00427064,8-8,1987,0,0,89,53,88
USC00427064,8-9,1987,0,0,93,56,86
USC00427064,8-10,1987,0,0,94,58,86
USC00427064,8-11,1987,0,0,92,60,88
USC00427064,8-12,1987,0,0,91,57,89
USC00427064,8-13,1987,0,0,90,58,79
USC00427064,8-14,1987,0,0,79,62,68
USC00427064,8-15,1987,0,0,74,55,60
USC00427064,8-16,1987,0,0,84,47,82
USC00427064,8-17,1987,0,0,85,51,82
USC00427064,8-18,1987,0,0,91,49,88
USC00427064,8-19,1987,0,0,92,54,87
USC00427064,8-20,1987,0,0,90,57,68
USC00427064,8-21,1987,0,0,85,56,73
USC00427064,8-22,1987,0,0,87,58,79
USC00427064,8-23,1987,0,0,89,60,86
USC00427064,8-24,1987,0,0,86,59,71
USC00427064,8-25,1987,0,0,73,52,66
USC00427064,8-26,1987,0,0,78,46,77
USC00427064,8-27,1987,0,0,82,49,79
USC00427064,8-28,1987,0,0,86,53,85
USC00427064,8-29,1987,0,0,90,51,87
USC00427064,8-30,1987,0,0,89,52,88
USC00427064,8-31,1987,0,0,91,53,90
USC00427064,9-1,1987,0,0,95,55,94
USC00427064,9-2,1987,0,0,95,56,92
USC00427064,9-3,1987,0,0,93,58,67
USC00427064,9-4,1987,0,0,80,53,77
USC00427064,9-5,1987,0,0,83,46,81
USC00427064,9-6,1987,0,0,83,51,78
USC00427064,9-7,1987,0,0,85,50,84
USC00427064,9-8,1987,0,0,87,49,79
USC00427064,9-9,1987,0,0,86,51,79
USC00427064,9-10,1987,0,0,88,48,79
USC00427064,9-11,1987,0,0,87,48,85
USC00427064,9-12,1987,0,0,85,49,81
USC00427064,9-13,1987,0,0,85,52,76
USC00427064,9-14,1987,0,0,76,48,71
USC00427064,9-15,1987,0,0,85,47,84
USC00427064,9-16,1987,0,0,84,53,74
USC00427064,9-17,1987,0,0,75,42,74
USC00427064,9-18,1987,0,0,80,38,80
USC00427064,9-19,1987,0,0,82,41,81
USC00427064,9-20,1987,0,0,84,43,83
USC00427064,9-21,1987,0,0,84,47,82
USC00427064,9-22,1987,0,0,86,48,85
USC00427064,9-23,1987,0,0,87,48,85
USC00427064,9-24,1987,0,0,87,49,85
USC00427064,9-25,1987,0,0,85,52,84
USC00427064,9-26,1987,0,0,82,53,78
USC00427064,9-27,1987,0,0,78,44,68
USC00427064,9-28,1987,0,0,72,39,71
USC00427064,9-29,1987,0,0,76,39,75
USC00427064,9-30,1987,0,0,80,43,78
USC00427064,10-1,1987,0,0,81,44,81
USC00427064,10-2,1987,0,,84,43,84
USC00427064,10-3,1987,0,,84,43,83
USC00427064,10-4,1987,0,,84,44,80
USC00427064,10-5,1987,0,,80,46,77
USC00427064,10-6,1987,0,,77,42,76
USC00427064,10-7,1987,0,,84,42,83
USC00427064,10-8,1987,0,,83,47,75
USC00427064,10-9,1987,0,,80,43,78
USC00427064,10-10,1987,0,,79,43,73
USC00427064,10-11,1987,0,,76,44,76
USC00427064,10-12,1987,0,,76,49,67
USC00427064,10-13,1987,0,,67,49,53
USC00427064,10-14,1987,0,,59,45,56
USC00427064,10-15,1987,0,,66,38,64
USC00427064,10-16,1987,0,,66,35,65
USC00427064,10-17,1987,0,,70,37,69
USC00427064,10-18,1987,0,,69,37,66
USC00427064,10-19,1987,0,,66,36,62
USC00427064,10-20,1987,0,,66,33,64
USC00427064,10-21,1987,0,,71,34,39
USC00427064,10-22,1987,0,,73,37,72
USC00427064,10-23,1987,0,,72,48,59
USC00427064,10-24,1987,0,,59,47,53
USC00427064,10-25,1987,0,,63,45,60
USC00427064,10-26,1987,0,,64,38,60
USC00427064,10-27,1987,0,,65,37,59
USC00427064,10-28,1987,0,,72,42,64
USC00427064,10-29,1987,0,,69,53,54
USC00427064,10-30,1987,0,,55,46,53
USC00427064,10-31,1987,0,,62,40,55
USC00427064,11-1,1987,0,0,65,48,58
USC00427064,11-2,1987,0,0,58,49,54
USC00427064,11-3,1987,0,0,64,45,59
USC00427064,11-4,1987,0,0,63,38,58
USC00427064,11-5,1987,0,0,67,38,54
USC00427064,11-6,1987,0,0,61,43,49
USC00427064,11-7,1987,0,0,48,42,46
USC00427064,11-8,1987,0,0,57,37,51
USC00427064,11-9,1987,0,0,62,34,55
USC00427064,11-10,1987,0,0,55,37,49
USC00427064,11-11,1987,0,0,53,32,50
USC00427064,11-12,1987,0,0,54,32,51
USC00427064,11-13,1987,0,0,56,36,49
USC00427064,11-14,1987,0,0,49,35,36
USC00427064,11-15,1987,0,0,41,27,36
USC00427064,11-16,1987,0,0,43,25,40
USC00427064,11-17,1987,0,0,40,33,35
USC00427064,11-18,1987,0,0,44,20,39
USC00427064,11-19,1987,0,0,47,23,42
USC00427064,11-20,1987,0,0,57,24,47
USC00427064,11-21,1987,0,0,54,32,46
USC00427064,11-22,1987,0,0,46,32,38
USC00427064,11-23,1987,0,0,38,28,35
USC00427064,11-24,1987,0,0,45,23,40
USC00427064,11-25,1987,0,0,40,33,34
USC00427064,11-26,1987,0,0,45,26,40
USC00427064,11-27,1987,0,0,41,22,37
USC00427064,11-28,1987,0,0,45,25,38
USC00427064,11-29,1987,0,0,43,27,38
USC00427064,11-30,1987,0,0,44,24,36
USC00427064,12-1,1987,0,0,50,26,47
USC00427064,12-2,1987,0,0,56,36,49
USC00427064,12-3,1987,0,0,61,33,52
USC00427064,12-4,1987,0,0,54,36,52
USC00427064,12-5,1987,0,0,56,43,51
USC00427064,12-6,1987,0,0,59,35,53
USC00427064,12-7,1987,0,0,53,35,37
USC00427064,12-8,1987,0,0,42,25,38
USC00427064,12-9,1987,0,0,44,34,39
USC00427064,12-10,1987,0,0,57,35,55
USC00427064,12-11,1987,0,0,55,33,33
USC00427064,12-12,1987,0,0,33,20,27
USC00427064,12-13,1987,0,0,32,18,28
USC00427064,12-14,1987,0,0,29,13,24
USC00427064,12-15,1987,0,0,35,12,29
USC00427064,12-16,1987,0,0,35,22,35
USC00427064,12-17,1987,0,0,46,30,42
USC00427064,12-18,1987,0,0,42,26,36
USC00427064,12-19,1987,1,0,36,29,30
USC00427064,12-20,1987,0,0,36,21,33
USC00427064,12-21,1987,0,0,36,25,32
USC00427064,12-22,1987,0,0,41,27,36
USC00427064,12-23,1987,2,2,35,23,23
USC00427064,12-24,1987,1,3,24,8,17
USC00427064,12-25,1987,0,2,21,4,14
USC00427064,12-26,1987,0,2,19,0,11
USC00427064,12-27,1987,0,2,24,6,17
USC00427064,12-28,1987,0,2,28,6,23
USC00427064,12-29,1987,0,1,45,19,36
USC00427064,12-30,1987,6,6,36,23,25
USC00427064,12-31,1987,0,6,29,10,21
USC00427064,1-1,1988,0,6,23,5,17
USC00427064,1-2,1988,0,5,17,-7,10
USC00427064,1-3,1988,0,5,17,-1,15
USC00427064,1-4,1988,3,8,27,14,27
USC00427064,1-5,1988,2,8,37,26,35
USC00427064,1-6,1988,4,11,35,27,29
USC00427064,1-7,1988,0,10,34,22,27
USC00427064,1-8,1988,1.5,11,34,15,31
USC00427064,1-9,1988,0,11,36,20,31
USC00427064,1-10,1988,0,9,42,28,38
USC00427064,1-11,1988,0,8,43,28,33
USC00427064,1-12,1988,0,8,36,23,27
USC00427064,1-13,1988,0,8,37,11,28
USC00427064,1-14,1988,0,8,40,13,33
USC00427064,1-15,1988,0,7,46,24,34
USC00427064,1-16,1988,0,7,36,17,28
USC00427064,1-17,1988,2,9,33,24,28
USC00427064,1-18,1988,2,11,28,24,24
USC00427064,1-19,1988,0,10,26,9,20
USC00427064,1-20,1988,0,10,20,4,17
USC00427064,1-21,1988,1,10,27,12,24
USC00427064,1-22,1988,0,9,24,6,18
USC00427064,1-23,1988,0,9,32,10,25
USC00427064,1-24,1988,0,9,31,13,28
USC00427064,1-25,1988,0,9,28,7,21
USC00427064,1-26,1988,0,9,29,5,26
USC00427064,1-27,1988,0,8,39,13,31
USC00427064,1-28,1988,0,7,48,15,36
USC00427064,1-29,1988,0,6,53,27,44
USC00427064,1-30,1988,0,5,45,33,37
USC00427064,1-31,1988,2,5,37,26,31
USC00427064,2-1,1988,0,5,36,24,31
USC00427064,2-2,1988,0,5,31,23,27
USC00427064,2-3,1988,0,5,30,18,26
USC00427064,2-4,1988,0,5,29,10,26
USC00427064,2-5,1988,0,5,30,9,27
USC00427064,2-6,1988,0,4,34,10,30
USC00427064,2-7,1988,0,4,37,13,32
USC00427064,2-8,1988,0,4,37,22,35
USC00427064,2-9,1988,0,3,47,25,40
USC00427064,2-10,1988,0,1,46,35,41
USC00427064,2-11,1988,0,1,44,25,42
USC00427064,2-12,1988,0,0,46,24,41
USC00427064,2-13,1988,0,0,42,26,38
USC00427064,2-14,1988,0,0,42,22,38
USC00427064,2-15,1988,0,0,51,24,44
USC00427064,2-16,1988,0,0,45,28,33
USC00427064,2-17,1988,0,0,36,17,34
USC00427064,2-18,1988,0,0,36,24,33
USC00427064,2-19,1988,0,0,40,20,38
USC00427064,2-20,1988,0,0,44,22,42
USC00427064,2-21,1988,0,0,48,23,46
USC00427064,2-22,1988,0,0,54,25,51
USC00427064,2-23,1988,0,0,51,24,49
USC00427064,2-24,1988,0,0,53,25,51
USC00427064,2-25,1988,0,0,56,26,52
USC00427064,2-26,1988,0,0,56,26,54
USC00427064,2-27,1988,0,0,57,28,55
USC00427064,2-28,1988,0,0,63,43,61
USC00427064,2-29,1988,0,0,63,36,59
USC00427064,3-1,1988,0,,59,40,47
USC00427064,3-2,1988,0,,49,37,43
USC00427064,3-3,1988,0,,54,29,50
USC00427064,3-4,1988,0,,53,40,50
USC00427064,3-5,1988,0,,58,29,55
USC00427064,3-6,1988,0,,55,36,40
USC00427064,3-7,1988,0,,42,27,40
USC00427064,3-8,1988,0,,50,22,48
USC00427064,3-9,1988,0,,60,29,39
USC00427064,3-10,1988,0,,39,28,31
USC00427064,3-11,1988,0,,37,28,36
USC00427064,3-12,1988,0,,37,21,36
USC00427064,3-13,1988,0.5,,39,21,38
USC00427064,3-14,1988,0,,45,20,44
USC00427064,3-15,1988,1.5,,44,32,38
USC00427064,3-16,1988,1.5,,44,30,41
USC00427064,3-17,1988,0,,46,27,45
USC00427064,3-18,1988,0,,50,24,49
USC00427064,3-19,1988,0,,61,28,61
USC00427064,3-20,1988,0,,70,32,69
USC00427064,3-21,1988,0,,70,35,65
USC00427064,3-22,1988,0,,65,44,53
USC00427064,3-23,1988,0,,69,33,51
USC00427064,3-24,1988,0,,51,33,48
USC00427064,3-25,1988,0,,63,42,61
USC00427064,3-26,1988,0,,71,35,71
USC00427064,3-27,1988,0,,71,38,39
USC00427064,3-28,1988,1,,39,25,37
USC00427064,3-29,1988,0,,47,20,45
USC00427064,3-30,1988,0,,47,30,40
USC00427064,3-31,1988,0,,53,22,50
USC00427064,4-1,1988,0,0,55,28,54
USC00427064,4-2,1988,0,0,65,31,65
USC00427064,4-3,1988,0,0,70,38,66
USC00427064,4-4,1988,0,0,66,52,57
USC00427064,4-5,1988,0,0,62,32,61
USC00427064,4-6,1988,0,0,76,37,76
USC00427064,4-7,1988,0,0,78,44,73
USC00427064,4-8,1988,0,0,73,35,44
USC00427064,4-9,1988,0,0,52,28,53
USC00427064,4-10,1988,0,0,65,30,64
USC00427064,4-11,1988,0,0,73,35,72
USC00427064,4-12,1988,0,0,79,40,79
USC00427064,4-13,1988,0,0,80,44,78
USC00427064,4-14,1988,0,0,78,49,58
USC00427064,4-15,1988,0,0,71,44,67
USC00427064,4-16,1988,0,0,69,47,65
USC00427064,4-17,1988,0,0,65,44,62
USC00427064,4-18,1988,0,0,64,48,49
USC00427064,4-19,1988,0,0,66,41,65
USC00427064,4-20,1988,0,0,65,46,57
USC00427064,4-21,1988,0,0,57,43,51
USC00427064,4-22,1988,0,0,51,40,49
USC00427064,4-23,1988,0,0,54,40,50
USC00427064,4-24,1988,0,0,56,37,54
USC00427064,4-25,1988,0,0,57,42,48
USC00427064,4-26,1988,0,0,60,29,58
USC00427064,4-27,1988,0,0,72,44,72
USC00427064,4-28,1988,0,0,73,49,68
USC00427064,4-29,1988,0,0,75,46,75
USC00427064,4-30,1988,0,0,75,47,61
USC00427064,5-1,1988,0,0,62,34,42
USC00427064,5-2,1988,0,0,52,32,52
USC00427064,5-3,1988,0,0,64,33,63
USC00427064,5-4,1988,0,0,73,46,72
USC00427064,5-5,1988,0,0,74,45,72
USC00427064,5-6,1988,0,0,72,33,42
USC00427064,5-7,1988,0,0,56,36,55
USC00427064,5-8,1988,0,0,61,41,58
USC00427064,5-9,1988,0,0,70,40,69
USC00427064,5-10,1988,0,0,73,41,73
USC00427064,5-11,1988,0,0,80,44,80
USC00427064,5-12,1988,0,0,84,46,83
USC00427064,5-13,1988,0,0,86,51,67
USC00427064,5-14,1988,0,0,76,43,74
USC00427064,5-15,1988,0,0,86,47,86
USC00427064,5-16,1988,0,0,87,52,84
USC00427064,5-17,1988,0,0,84,55,59
USC00427064,5-18,1988,0,0,61,49,60
USC00427064,5-19,1988,0,0,65,40,64
USC00427064,5-20,1988,0,0,69,42,69
USC00427064,5-21,1988,0,0,76,43,75
USC00427064,5-22,1988,0,0,82,47,82
USC00427064,5-23,1988,0,0,86,51,85
USC00427064,5-24,1988,0,0,86,53,83
USC00427064,5-25,1988,0,0,86,52,85
USC00427064,5-26,1988,0,0,87,56,86
USC00427064,5-27,1988,0,0,86,55,85
USC00427064,5-28,1988,0,0,85,49,83
USC00427064,5-29,1988,0,0,83,41,41
USC00427064,5-30,1988,0,0,54,39,54
USC00427064,5-31,1988,0,0,61,41,60
USC00427064,6-1,1988,0,0,73,46,72
USC00427064,6-2,1988,0,0,82,50,81
USC00427064,6-3,1988,0,0,90,54,89
USC00427064,6-4,1988,0,0,95,58,94
USC00427064,6-5,1988,0,0,94,56,88
USC00427064,6-6,1988,0,0,90,53,88
USC00427064,6-7,1988,0,0,88,50,82
USC00427064,6-8,1988,0,0,82,49,78
USC00427064,6-9,1988,0,0,89,49,88
USC00427064,6-10,1988,0,0,89,53,87
USC00427064,6-11,1988,0,0,88,53,86
USC00427064,6-12,1988,0,0,86,54,73
USC00427064,6-13,1988,0,0,78,52,76
USC00427064,6-14,1988,0,0,85,47,85
USC00427064,6-15,1988,0,0,92,55,89
USC00427064,6-16,1988,0,0,95,58,95
USC00427064,6-17,1988,0,0,95,63,82
USC00427064,6-18,1988,0,0,90,61,88
USC00427064,6-19,1988,0,0,89,60,86
USC00427064,6-20,1988,0,0,93,64,92
USC00427064,6-21,1988,0,0,95,64,95
USC00427064,6-22,1988,0,0,97,62,94
USC00427064,6-23,1988,0,0,97,65,96
USC00427064,6-24,1988,0,0,99,66,99
USC00427064,6-25,1988,0,0,99,71,95
USC00427064,6-26,1988,0,0,95,64,86
USC00427064,6-27,1988,0,0,91,63,87
USC00427064,6-28,1988,0,0,91,65,76
USC00427064,6-29,1988,0,0,89,64,85
USC00427064,6-30,1988,0,0,86,55,84
USC00427064,7-1,1988,0,0,96,58,96
USC00427064,7-2,1988,0,0,96,68,94
USC00427064,7-3,1988,0,0,98,71,89
USC00427064,7-4,1988,0,0,90,64,89
USC00427064,7-5,1988,0,0,94,61,93
USC00427064,7-6,1988,0,0,93,64,92
USC00427064,7-7,1988,0,0,92,58,88
USC00427064,7-8,1988,0,0,94,59,91
USC00427064,7-9,1988,0,0,94,66,92
USC00427064,7-10,1988,0,0,93,62,93
USC00427064,7-11,1988,0,0,96,63,96
USC00427064,7-12,1988,0,0,96,71,91
USC00427064,7-13,1988,0,0,96,61,94
USC00427064,7-14,1988,0,0,98,61,94
USC00427064,7-15,1988,0,0,98,58,98
USC00427064,7-16,1988,0,0,99,62,97
USC00427064,7-17,1988,0,0,97,64,92
USC00427064,7-18,1988,0,0,92,55,89
USC00427064,7-19,1988,0,0,89,54,88
USC00427064,7-20,1988,0,0,93,59,92
USC00427064,7-21,1988,0,0,97,58,96
USC00427064,7-22,1988,0,0,98,58,98
USC00427064,7-23,1988,0,0,97,65,92
USC00427064,7-24,1988,0,0,96,64,91
USC00427064,7-25,1988,0,0,96,65,94
USC00427064,7-26,1988,0,0,94,62,89
USC00427064,7-27,1988,0,0,90,60,88
USC00427064,7-28,1988,0,0,89,61,87
USC00427064,7-29,1988,0,0,94,63,93
USC00427064,7-30,1988,0,0,96,64,90
USC00427064,7-31,1988,0,0,96,67,94
USC00427064,8-1,1988,0,0,94,66,89
USC00427064,8-2,1988,0,0,93,63,90
USC00427064,8-3,1988,0,0,90,62,81
USC00427064,8-4,1988,0,0,87,58,86
USC00427064,8-5,1988,0,0,91,59,88
USC00427064,8-6,1988,0,0,88,62,72
USC00427064,8-7,1988,0,0,83,55,80
USC00427064,8-8,1988,0,0,83,53,83
USC00427064,8-9,1988,0,0,88,52,88
USC00427064,8-10,1988,0,0,94,54,94
USC00427064,8-11,1988,0,0,94,56,66
USC00427064,8-12,1988,0,0,89,55,88
USC00427064,8-13,1988,0,0,92,54,92
USC00427064,8-14,1988,0,0,97,53,96
USC00427064,8-15,1988,0,0,96,60,93
USC00427064,8-16,1988,0,0,92,56,88
USC00427064,8-17,1988,0,0,94,55,93
USC00427064,8-18,1988,0,0,95,59,93
USC00427064,8-19,1988,0,0,95,57,93
USC00427064,8-20,1988,0,0,93,65,79
USC00427064,8-21,1988,0,0,87,59,87
USC00427064,8-22,1988,0,0,88,59,88
USC00427064,8-23,1988,0,0,92,54,91
USC00427064,8-24,1988,0,0,94,58,91
USC00427064,8-25,1988,0,0,96,67,95
USC00427064,8-26,1988,0,0,95,63,78
USC00427064,8-27,1988,0,0,88,57,86
USC00427064,8-28,1988,0,0,88,54,88
USC00427064,8-29,1988,0,0,92,55,91
USC00427064,8-30,1988,0,0,94,58,93
USC00427064,8-31,1988,0,0,94,58,91
USC00427064,9-1,1988,0,0,92,56,90
USC00427064,9-2,1988,0,0,93,56,91
USC00427064,9-3,1988,0,0,91,58,84
USC00427064,9-4,1988,0,0,87,61,86
USC00427064,9-5,1988,0,0,90,52,89
USC00427064,9-6,1988,0,0,91,53,90
USC00427064,9-7,1988,0,0,92,54,89
USC00427064,9-8,1988,0,0,90,51,88
USC00427064,9-9,1988,0,0,93,52,88
USC00427064,9-10,1988,0,0,88,66,83
USC00427064,9-11,1988,0,0,83,46,60
USC00427064,9-12,1988,0,0,60,41,48
USC00427064,9-13,1988,0,0,58,44,56
USC00427064,9-14,1988,0,0,65,42,64
USC00427064,9-15,1988,0,0,76,43,75
USC00427064,9-16,1988,0,0,85,47,84
USC00427064,9-17,1988,0,0,85,55,80
USC00427064,9-18,1988,0,0,80,44,57
USC00427064,9-19,1988,0,0,75,34,73
USC00427064,9-20,1988,0,0,73,51,60
USC00427064,9-21,1988,0,0,65,47,53
USC00427064,9-22,1988,0,0,68,48,67
USC00427064,9-23,1988,0,0,75,42,72
USC00427064,9-24,1988,0,0,81,45,80
USC00427064,9-25,1988,0,0,81,49,80
USC00427064,9-26,1988,0,0,80,49,80
USC00427064,9-27,1988,0,0,80,46,62
USC00427064,9-28,1988,0,0,63,43,60
USC00427064,9-29,1988,0,0,67,38,66
USC00427064,9-30,1988,0,0,75,42,75
USC00427064,10-1,1988,0,0,80,43,78
USC00427064,10-2,1988,0,0,84,44,82
USC00427064,10-3,1988,0,0,84,46,82
USC00427064,10-4,1988,0,0,83,52,76
USC00427064,10-5,1988,0,0,82,48,70
USC00427064,10-6,1988,0,0,74,53,66
USC00427064,10-7,1988,0,0,74,47,73
USC00427064,10-8,1988,0,0,76,44,74
USC00427064,10-9,1988,0,0,77,47,73
USC00427064,10-10,1988,0,0,76,47,74
USC00427064,10-11,1988,0,0,77,44,75
USC00427064,10-12,1988,0,0,75,49,55
USC00427064,10-13,1988,0,0,74,43,71
USC00427064,10-14,1988,0,0,72,51,69
USC00427064,10-15,1988,0,0,70,42,69
USC00427064,10-16,1988,0,0,73,41,71
USC00427064,10-17,1988,0,0,75,45,73
USC00427064,10-18,1988,0,0,76,45,74
USC00427064,10-19,1988,0,0,74,46,66
USC00427064,10-20,1988,0,0,66,39,65
USC00427064,10-21,1988,0,0,72,39,69
USC00427064,10-22,1988,0,0,71,40,68
USC00427064,10-23,1988,0,0,70,38,68
USC00427064,10-24,1988,0,0,71,39,69
USC00427064,10-25,1988,0,0,70,41,68
USC00427064,10-26,1988,0,0,74,38,70
USC00427064,10-27,1988,0,0,70,40,62
USC00427064,10-28,1988,0,0,74,43,73
USC00427064,10-29,1988,0,0,73,48,70
USC00427064,10-30,1988,0,0,71,44,66
USC00427064,10-31,1988,0,0,73,38,62
USC00427064,11-1,1988,0,0,74,40,68
USC00427064,11-2,1988,0,0,68,47,62
USC00427064,11-3,1988,0,0,63,48,58
USC00427064,11-4,1988,0,0,58,44,52
USC00427064,11-5,1988,0,0,61,34,55
USC00427064,11-6,1988,0,0,65,42,52
USC00427064,11-7,1988,0,0,53,34,49
USC00427064,11-8,1988,0,0,55,44,49
USC00427064,11-9,1988,0,0,51,41,46
USC00427064,11-10,1988,0,0,59,35,56
USC00427064,11-11,1988,0,0,56,40,44
USC00427064,11-12,1988,0,0,52,29,50
USC00427064,11-13,1988,0,0,65,40,61
USC00427064,11-14,1988,0.5,0,61,33,36
USC00427064,11-15,1988,0,0,41,29,37
USC00427064,11-16,1988,0,0,44,30,40
USC00427064,11-17,1988,1.5,0,40,32,37
USC00427064,11-18,1988,0.5,0,40,31,34
USC00427064,11-19,1988,0,0,36,23,33
USC00427064,11-20,1988,0,0,42,19,37
USC00427064,11-21,1988,0,0,50,28,44
USC00427064,11-22,1988,0,0,53,36,52
USC00427064,11-23,1988,0,0,61,44,58
USC00427064,11-24,1988,5,4,58,29,30
USC00427064,11-25,1988,1,5,32,16,27
USC00427064,11-26,1988,4.5,7,33,26,29
USC00427064,11-27,1988,4,10,31,19,27
USC00427064,11-28,1988,1,8,34,19,32
USC00427064,11-29,1988,0,6,34,24,33
USC00427064,11-30,1988,0,5,36,23,32
USC00427064,12-1,1988,0,4,35,17,28
USC00427064,12-2,1988,0,3,39,18,31
USC00427064,12-3,1988,0,3,38,18,32
USC00427064,12-4,1988,0,3,38,23,33
USC00427064,12-5,1988,0,3,33,16,23
USC00427064,12-6,1988,0,3,27,22,26
USC00427064,12-7,1988,0.5,3,35,26,31
USC00427064,12-8,1988,0,3,36,19,30
USC00427064,12-9,1988,0,2,35,19,29
USC00427064,12-10,1988,0,2,33,20,32
USC00427064,12-11,1988,0,2,42,29,36
USC00427064,12-12,1988,0,1,43,23,36
USC00427064,12-13,1988,0,0,44,25,38
USC00427064,12-14,1988,0,0,39,24,33
USC00427064,12-15,1988,0.5,0,39,29,33
USC00427064,12-16,1988,0,0,35,19,29
USC00427064,12-17,1988,0,0,37,17,33
USC00427064,12-18,1988,0,0,42,19,36
USC00427064,12-19,1988,6,5,36,25,33
USC00427064,12-20,1988,1,4,42,26,37
USC00427064,12-21,1988,2.5,6,38,28,30
USC00427064,12-22,1988,0.5,4,38,27,32
USC00427064,12-23,1988,3,5,36,25,26
USC00427064,12-24,1988,0,4,29,16,29
USC00427064,12-25,1988,4,8,38,26,26
USC00427064,12-26,1988,4,10,26,18,19
USC00427064,12-27,1988,0,8,19,1,10
USC00427064,12-28,1988,0,8,23,6,18
USC00427064,12-29,1988,0,8,20,4,13
USC00427064,12-30,1988,0,8,35,13,26
USC00427064,12-31,1988,0,7,41,16,34
USC00427064,1-1,1989,2,9,34,24,27
USC00427064,1-2,1989,0,9,29,16,28
USC00427064,1-3,1989,0,8,33,14,26
USC00427064,1-4,1989,0,8,26,11,24
USC00427064,1-5,1989,1.5,9,41,24,40
USC00427064,1-6,1989,5.5,11,42,24,25
USC00427064,1-7,1989,0,10,26,15,23
USC00427064,1-8,1989,0,10,28,9,26
USC00427064,1-9,1989,1.5,11,34,18,30
USC00427064,1-10,1989,0,10,44,24,32
USC00427064,1-11,1989,1,10,32,17,23
USC00427064,1-12,1989,0.5,9,26,9,21
USC00427064,1-13,1989,0,9,26,2,19
USC00427064,1-14,1989,0,9,29,11,25
USC00427064,1-15,1989,0,9,26,5,21
USC00427064,1-16,1989,0,9,27,7,24
USC00427064,1-17,1989,0,9,30,8,26
USC00427064,1-18,1989,0,9,32,9,22
USC00427064,1-19,1989,0,8,32,10,27
USC00427064,1-20,1989,0,8,31,6,25
USC00427064,1-21,1989,0,8,36,4,31
USC00427064,1-22,1989,0,7,48,16,41
USC00427064,1-23,1989,0,6,51,31,34
USC00427064,1-24,1989,1,7,34,19,23
USC00427064,1-25,1989,0,7,23,7,19
USC00427064,1-26,1989,0,7,22,4,20
USC00427064,1-27,1989,0,7,24,-1,18
USC00427064,1-28,1989,0,7,25,10,23
USC00427064,1-29,1989,0,7,28,8,25
USC00427064,1-30,1989,0,7,34,11,31
USC00427064,1-31,1989,0,6,45,13,11
USC00427064,2-1,1989,0,3,49,39,44
USC00427064,2-2,1989,5,8,44,24,24
USC00427064,2-3,1989,13,20,27,21,25
USC00427064,2-4,1989,8.5,26,25,12,12
USC00427064,2-5,1989,1,23,12,-4,6
USC00427064,2-6,1989,0,21,6,-20,1
USC00427064,2-7,1989,0,18,7,-18,-1
USC00427064,2-8,1989,0,15,7,-15,4
USC00427064,2-9,1989,0,14,22,3,20
USC00427064,2-10,1989,1,15,33,19,28
USC00427064,2-11,1989,1,15,31,24,29
USC00427064,2-12,1989,2,16,30,23,27
USC00427064,2-13,1989,1,15,32,17,27
USC00427064,2-14,1989,0,15,27,4,21
USC00427064,2-15,1989,0,13,25,-2,20
USC00427064,2-16,1989,0,13,29,1,24
USC00427064,2-17,1989,0,13,34,8,29
USC00427064,2-18,1989,0,12,42,22,35
USC00427064,2-19,1989,2,14,36,27,34
USC00427064,2-20,1989,0.5,12,37,31,34
USC00427064,2-21,1989,1,12,36,27,29
USC00427064,2-22,1989,0,10,43,19,38
USC00427064,2-23,1989,0,8,59,30,49
